SAMPLE NUMBER:   1
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  AO     	  AO'		  SVC     	  SVC'		
148.32   	221.56   	 29.44   	-335.71		 75.58   	-284.84		  3.89   	 -10.17		
126.65   	198.97   	 28.10   	-356.05		 74.45   	-295.01		  3.85   	 -10.17		
 97.96   	154.42   	 26.67   	-381.48		 73.27   	-305.19		  3.80   	 -10.17		
 69.27   	 92.16   	 25.15   	-401.83		 72.04   	-315.36		  3.76   	 -10.17		
 41.81   	 24.11   	 23.54   	-417.09		 70.78   	-320.45		  3.72   	 -15.26		
 12.82   	-37.84   	 21.87   	-432.35		 69.50   	-315.36		  3.66   	 -10.17		
-20.45   	-85.75   	 20.14   	-447.61		 68.24   	-305.19		  3.62   	 -10.17		
-54.93   	-115.66   	 18.35   	-452.69		 67.02   	-289.93		  3.58   	  -5.09		
-83.01   	-126.95   	 16.54   	-457.78		 65.86   	-269.58		  3.56   	 -10.17		
-96.44   	-123.90   	 14.71   	-452.69		 64.78   	-244.15		  3.52   	  -5.09		
-95.83   	-115.36   	 12.90   	-447.61		 63.80   	-213.63		  3.50   	   0.00		
-89.11   	-111.08   	 11.11   	-432.35		 62.95   	-198.37		  3.50   	  -5.09		
-84.84   	-114.75   	  9.38   	-422.18		 62.16   	-178.03		  3.48   	   0.00		
-86.67   	-123.90   	  7.69   	-396.74		 61.44   	-162.77		  3.48   	   5.09		
-91.86   	-132.45   	  6.10   	-381.48		 60.79   	-142.42		  3.50   	   0.00		
-95.52   	-137.02   	  4.58   	-345.88		 60.22   	-127.16		  3.50   	   5.09		
-95.52   	-137.33   	  3.19   	-325.53		 59.71   	-111.90		  3.52   	   5.09		
-92.77   	-135.80   	  1.89   	-289.93		 59.27   	 -96.64		  3.54   	   5.09		
-90.33   	-133.97   	  0.73   	-254.32		 58.88   	 -81.38		  3.56   	  10.17		
-88.81   	-133.67   	 -0.28   	-223.80		 58.56   	 -76.30		  3.60   	  10.17		
-84.84   	-138.85   	 -1.18   	-183.11		 58.25   	 -66.12		  3.64   	  10.17		
-71.41   	-156.56   	 -1.91   	-147.51		 57.99   	 -61.04		  3.68   	  15.26		
-39.98   	-186.77   	 -2.50   	 -86.47		 57.74   	 -71.21		  3.74   	  15.26		
 95.52   	-202.94   	 -2.85   	 -76.30		 57.46   	 -66.12		  3.80   	  15.26		
 95.52   	-202.94   	 -3.15   	 -20.35		 57.19   	 -76.30		  3.87   	  15.26		
202.64   	-43.64   	 -3.23   	 -15.26		 56.89   	 -71.21		  3.93   	  15.26		
202.64   	-43.64   	 -3.30(D)	  35.61		 56.60   	 -86.47		  3.99   	  15.26		
-266.11   	-78.74   	 -3.15   	  30.52		 56.26   	 -76.30		  4.05   	  15.26		
-266.11   	-78.74   	 -3.03   	  81.38		 55.95   	 -91.56		  4.11   	  15.26		
-1175.23   	-479.13   	 -2.71   	  76.30		 55.58   	 -81.38		  4.17   	  10.17		
-1175.23   	-479.13   	 -2.40   	 116.99		 55.26   	-101.73		  4.21   	  10.17		
-1125.49   	-517.88(R)	 -1.93   	 101.73		 54.85   	 -86.47		  4.25   	  10.17		
-1125.49   	-517.88   	 -1.53   	 137.33		 54.51   	-106.82		  4.29   	   5.09		
-159.00   	-140.38   	 -0.98   	 137.33		 54.08   	-111.90		  4.31   	   0.00		
137.63   	-21.06   	 -0.43   	 132.25		 53.63   	-116.99		  4.31(A)	   0.00		
184.33   	 12.51   	  0.10   	 132.25		 53.16   	-116.99		  4.31   	  -5.09		
 79.96   	 -3.05   	  0.63   	 122.07		 52.70   	-111.90		  4.29   	  -5.09		
-29.30   	-24.11   	  1.12   	 122.07		 52.25   	-116.99		  4.27   	 -10.17		
-60.12   	-29.91   	  1.61   	 116.99		 51.78   	-116.99		  4.23   	 -10.17		
-22.89   	-23.19   	  2.08   	 111.90		 51.31   	-111.90		  4.19   	 -10.17		
 27.77   	-12.51   	  2.52   	 106.82		 50.86   	-106.82		  4.15   	 -15.26		
 51.27   	 -3.05   	  2.95   	 101.73		 50.44   	-101.73		  4.09   	 -15.26		
 44.56   	  3.05   	  3.36   	 101.73		 50.03   	-101.73		  4.03   	 -20.35		
 26.86   	  4.88   	  3.76   	 101.73		 49.62   	 -96.64		  3.95   	 -15.26		
 16.17   	  4.27   	  4.17   	  96.64		 49.24   	 -96.64		  3.89   	 -15.26		
 19.23   	  5.49   	  4.56   	 106.82		 48.85   	 -96.64		  3.83   	 -20.35		
 29.91   	 10.07   	  4.98   	 137.33		 48.46   	 -96.64		  3.74   	 -20.35		
 44.25   	 19.84   	  5.53   	 157.68		 48.08   	 -91.56		  3.66   	 -20.35		
 45.17   	 22.58   	  6.16   	 172.94		 47.71   	 -81.38		  3.58   	 -20.35		
 47.61   	 26.25   	  6.86   	 193.29		 47.39   	 -71.21		  3.50   	 -15.26		
 53.71   	 32.35   	  7.63   	 213.63		 47.10   	 -66.12		  3.44   	 -15.26		
 63.78   	 40.28   	  8.48   	 239.06		 46.84   	 -55.95		  3.38   	 -15.26		
 75.68   	 50.35   	  9.44   	 264.50		 46.61   	 -55.95		  3.32   	  -5.09		
 88.20   	 60.73   	 10.50   	 284.84		 46.39   	 -45.78		  3.30   	 -10.17		
100.71   	 71.41   	 11.64   	 310.27		 46.21   	 -20.35		  3.26   	  -5.09		
112.61   	 81.48   	 12.88   	 325.53		 46.12(D)	  20.35		  3.23   	  -5.09		
124.21   	 90.33   	 14.18   	 340.79		 46.21   	  86.47		  3.21   	   0.00		
134.28   	 97.96   	 15.54   	 361.14		 46.55   	 178.03		  3.21   	  -5.09		
142.21   	103.76   	 16.99   	 366.22		 47.26   	 274.67		  3.19   	   0.00		
147.40   	107.12   	 18.45   	 371.31		 48.36   	 376.40		  3.19   	   5.09		
149.84   	108.03   	 19.94   	 371.31		 49.87   	 462.87		  3.21   	   0.00		
150.15   	106.81   	 21.42   	 371.31		 51.72   	 534.08		  3.21   	   5.09		
148.62   	104.06   	 22.91   	 361.14		 53.86   	 584.94		  3.23   	   5.09		
145.87   	101.32   	 24.35   	 345.88		 56.20   	 610.37		  3.26   	   5.09		
142.21   	 99.49   	 25.74   	 325.53		 58.64   	 620.55		  3.28   	   0.00		
137.94   	 98.88   	 27.04   	 300.10		 61.12   	 620.55		  3.28   	   5.09		
133.97   	 98.88   	 28.24   	 274.67		 63.60   	 600.20		  3.30   	   5.09		
130.31   	 98.27   	 29.34   	 244.15		 66.00   	 569.68		  3.32   	   0.00		
126.95   	 96.13   	 30.32   	 208.54		 68.28   	 534.08		  3.32   	   5.09		
123.29   	 93.08   	 31.15   	 167.85		 70.42   	 473.04		  3.34   	   5.09		
118.71   	 87.89   	 31.82   	 147.51		 72.31   	 417.09		  3.36   	   0.00		
118.71   	 87.89   	 32.41   	  91.56		 73.98   	 330.62		  3.36   	   0.00		
101.62   	 70.19   	 32.78   	  10.17		 75.30   	 198.37		  3.36   	   0.00		
 83.31   	 71.41   	 32.82   	  15.26		 76.09   	 172.94		  3.36   	   0.00		
 83.31   	 71.41   	 32.88(S)	 -71.21		 76.79   	  35.61		  3.36   	   0.00		
 93.08   	141.91   	 32.59   	 -61.04		 76.93   	  30.52		  3.36   	   0.00		
 93.08   	141.91   	 32.35   	-147.51		 77.05(S)	 -96.64		  3.36   	   0.00		
127.26   	218.20   	 31.76   	-239.06		 76.66   	-213.63		  3.36   	   0.00		
160.22   	229.19   	 30.80   	-208.54		 75.81   	-188.20		  3.36   	   0.00		
160.22   	229.19   	 29.97   	-305.19		 75.06   	-295.01		  3.36   	  -5.09		
170.59   	230.41   	 28.75   	-330.62		 73.88   	-320.45		  3.34   	 -10.17		
158.39   	225.22   	 27.43   	-345.88		 72.59   	-330.62		  3.30   	  -5.09		
134.28   	200.50   	 26.04   	-366.22		 71.27   	-340.79		  3.28   	 -10.17		
104.06   	151.98   	 24.58   	-386.57		 69.91   	-335.71		  3.23   	 -10.17		
 72.94   	 87.89   	 23.03   	-396.74		 68.57   	-340.79		  3.19   	  -5.09		
 42.11   	 20.45   	 21.44   	-412.00		 67.20   	-345.88		  3.17   	 -10.17		
  8.54   	-39.98   	 19.80   	-422.18		 65.82   	-335.71		  3.13   	  -5.09		
-28.38   	-86.36   	 18.11   	-427.26		 64.48   	-320.45		  3.11   	  -5.09		
-64.39   	-115.05   	 16.40   	-432.35		 63.19   	-300.10		  3.09   	  -5.09		
-90.03   	-125.73   	 14.67   	-427.26		 61.99   	-264.50		  3.07   	  -5.09		
-99.79   	-122.68   	 12.96   	-422.18		 60.94   	-228.89		  3.05   	   0.00		
-96.44   	-115.05   	 11.27   	-417.09		 60.02   	-193.29		  3.05   	  -5.09		
-89.11   	-111.69   	  9.60   	-401.83		 59.25   	-172.94		  3.03   	   0.00		
-86.36   	-115.66   	  8.00   	-391.66		 58.56   	-152.59		  3.03   	   5.09		
-89.42   	-123.90   	  6.43   	-371.31		 57.94   	-127.16		  3.05   	   5.09		
-95.21   	-131.23   	  4.94   	-345.88		 57.44   	-111.90		  3.07   	  15.26		
-98.88   	-135.19   	  3.56   	-325.53		 56.99   	 -91.56		  3.13   	  10.17		
-98.57   	-135.50   	  2.26   	-289.93		 56.62   	 -76.30		  3.17   	   5.09		
-95.52   	-133.67   	  1.10   	-264.50		 56.32   	 -61.04		  3.19   	   5.09		
-92.47   	-131.23   	  0.04   	-233.98		 56.07   	 -50.86		  3.21   	   5.09		
-89.42   	-130.31   	 -0.90   	-203.46		 55.87   	 -50.86		  3.23   	   5.09		
-82.09   	-136.72   	 -1.71   	-162.77		 55.67   	 -50.86		  3.26   	  15.26		
-63.78   	-157.17   	 -2.36   	-106.82		 55.46   	 -55.95		  3.32   	  25.43		
 32.65   	-204.77   	 -2.79   	 -71.21		 55.24   	 -50.86		  3.42   	  25.43		
113.83   	-178.53   	 -3.07   	 -35.61		 55.04   	 -45.78		  3.52   	  25.43		
186.16   	-100.10   	 -3.21   	 -15.26		 54.85   	 -50.86		  3.62   	  20.35		
173.34   	-15.26   	 -3.28(D)	  15.26		 54.65   	 -55.95		  3.70   	  20.35		
-15.26   	 -7.02   	 -3.21(E)	  35.61		 54.43   	 -66.12		  3.78   	  25.43		
-405.88   	-124.51   	 -3.07   	  61.04		 54.16   	 -81.38		  3.89   	  20.35		
-896.91   	-329.28   	 -2.83   	  76.30		 53.83   	 -91.56		  3.97   	  20.35		
-1275.63   	-510.56   	 -2.52   	  96.64		 53.47   	-106.82		  4.05   	  15.26		
-1337.28   	-557.56(R)	 -2.14   	 111.90		 53.04   	-111.90		  4.11   	  10.17		
-1033.94   	-446.17   	 -1.69   	 116.99		 52.59   	-111.90		  4.15   	   5.09		
-525.82   	-254.82   	 -1.22   	 122.07		 52.15   	-116.99		  4.17(A)	   0.00		
-69.27   	-89.42   	 -0.73   	 127.16		 51.68   	-106.82		  4.17   	  -5.09		
159.91   	 -5.19   	 -0.22   	 122.07		 51.25   	-101.73		  4.15   	  -5.09		
154.72   	  9.46   	  0.26   	 116.99		 50.84   	-101.73		  4.13   	  -5.09		
 39.98   	 -3.66   	  0.73   	 106.82		 50.44   	 -86.47		  4.11   	  -5.09		
 39.98   	 -3.66   	  1.16   	 116.99		 50.09   	-106.82		  4.09   	 -10.17		
-55.24   	 -9.46   	  1.63   	  96.64		 49.66   	 -86.47		  4.05   	  -5.09		
-55.24   	 -9.46   	  2.01   	 106.82		 49.32   	-111.90		  4.03   	 -15.26		
 34.48   	  1.53   	  2.44   	  96.64		 48.87   	 -91.56		  3.97   	 -10.17		
 34.48   	  1.53   	  2.83   	 101.73		 48.50   	-106.82		  3.93   	 -20.35		
 32.96   	  6.71   	  3.23   	  91.56		 48.08   	 -86.47		  3.85   	 -15.26		
 32.96   	  6.71   	  3.60   	 101.73		 47.73   	 -96.64		  3.78   	 -25.43		
  9.46   	 10.07   	  4.01   	  86.47		 47.34   	 -86.47		  3.68   	 -20.35		
  9.46   	 10.07   	  4.35   	 111.90		 47.00   	 -86.47		  3.60   	 -20.35		
 29.60   	 19.23   	  4.80   	 157.68		 46.65   	 -81.38		  3.52   	 -20.35		
 42.42   	 26.86   	  5.43   	 172.94		 46.33   	 -76.30		  3.44   	 -20.35		
 43.64   	 30.82   	  6.12   	 193.29		 46.02   	 -66.12		  3.36   	 -25.43		
 47.00   	 37.54   	  6.90   	 218.72		 45.76   	 -61.04		  3.26   	 -20.35		
 54.63   	 45.17   	  7.77   	 239.06		 45.51   	 -61.04		  3.17   	 -15.26		
 65.31   	 52.49   	  8.73   	 264.50		 45.27   	 -61.04		  3.11   	 -15.26		
 76.60   	 58.90   	  9.79   	 289.93		 45.03   	 -55.95		  3.05   	 -10.17		
 87.89   	 65.31   	 10.95   	 310.27		 44.80   	 -55.95		  3.01   	 -10.17		
 98.88   	 72.94   	 12.19   	 335.71		 44.58   	 -30.52		  2.97   	  -5.09		
110.17   	 81.48   	 13.53   	 356.05		 44.46(D)	   5.09		  2.95   	   0.00		
120.85   	 90.33   	 14.95   	 376.40		 44.48   	  55.95		  2.95   	  -5.09		
130.00   	 98.27   	 16.46   	 386.57		 44.70   	 127.16		  2.93   	   0.00		
136.72   	103.45   	 18.01   	 391.66		 45.21   	 223.80		  2.93   	   0.00		
140.69   	105.90   	 19.57   	 396.74		 46.10   	 310.27		  2.93   	   5.09		
141.30   	105.90   	 21.16   	 391.66		 47.34   	 396.74		  2.95   	   5.09		
139.77   	104.98   	 22.73   	 386.57		 48.93   	 467.95		  2.97   	   5.09		
137.02   	103.76   	 24.27   	 376.40		 50.80   	 523.90		  2.99   	   5.09		
134.28   	102.84   	 25.78   	 350.97		 52.90   	 549.34		  3.01   	   0.00		
132.45   	102.23   	 27.18   	 335.71		 55.10   	 569.68		  3.01   	   5.09		
131.23   	101.93   	 28.52   	 305.19		 57.38   	 569.68		  3.03   	   0.00		
130.00   	101.32   	 29.75   	 269.58		 59.65   	 569.68		  3.03   	   0.00		
127.26   	 99.79   	 30.82   	 239.06		 61.93   	 549.34		  3.03   	   5.09		
122.99   	 97.35   	 31.78   	 203.46		 64.13   	 518.82		  3.05   	   0.00		
116.88   	 92.47   	 32.59   	 157.68		 66.21   	 473.04		  3.05   	   0.00		
108.34   	 83.92   	 33.22   	 122.07		 68.10   	 417.09		  3.05   	   5.09		
 97.35   	 72.33   	 33.71   	  40.69		 69.77   	 310.27		  3.07   	   0.00		
 73.85   	 55.24   	 33.88   	   5.09		 71.01   	 223.80		  3.07   	   5.09		
 67.75   	 66.83   	 33.90(S)	 -40.69		 71.90   	 137.33		  3.09(V)	  -5.09		
 70.19   	 99.49   	 33.73   	 -81.38		 72.45   	  61.04		  3.07   	   0.00		
 81.18   	146.48   	 33.41   	-116.99		 72.70(S)	 -10.17		  3.07   	  -5.09		
 97.66   	191.96   	 32.94   	-208.54		 72.65   	-137.33		  3.05   	  -5.09		
134.58   	231.93   	 32.11   	-244.15		 72.11   	-183.11		  3.03   	  -5.09		
150.45   	232.54   	 31.13   	-274.67		 71.37   	-223.80		  3.01   	  -5.09		
160.22   	234.07   	 30.03   	-300.10		 70.48   	-259.41		  2.99   	   0.00		
159.91   	236.21   	 28.83   	-325.53		 69.44   	-284.84		  2.99   	  -5.09		
145.57   	227.97   	 27.53   	-345.88		 68.30   	-315.36		  2.97   	  -5.09		
119.93   	198.06   	 26.14   	-366.22		 67.04   	-325.53		  2.95   	   0.00		
 88.81   	145.57   	 24.68   	-320.45		 65.74   	-289.93		  2.95   	  -5.09		
 88.81   	145.57   	 23.40   	-401.83		 64.58   	-345.88		  2.93   	   0.00		
 25.33   	 13.73   	 21.79   	-356.05		 63.19   	-305.19		  2.93   	   0.00		
 25.33   	 13.73   	 20.37   	-432.35		 61.97   	-325.53		  2.93   	  -5.09		
-46.69   	-86.06   	 18.64   	-381.48		 60.67   	-289.93		  2.91   	   0.00		
-46.69   	-86.06   	 17.11   	-442.52		 59.51   	-269.58		  2.91   	   0.00		
-102.54   	-114.44   	 15.34   	-391.66		 58.43   	-239.06		  2.91   	   0.00		
-102.54   	-114.44   	 13.77   	-437.43		 57.48   	-208.54		  2.91   	   5.09		
-102.23   	-101.93   	 12.02   	-391.66		 56.64   	-188.20		  2.93   	   5.09		
-102.23   	-101.93   	 10.46   	-422.18		 55.89   	-152.59		  2.95   	   5.09		
-93.99   	-108.34   	  8.77   	-376.40		 55.28   	-137.33		  2.97   	   5.09		
-93.99   	-108.34   	  7.26   	-391.66		 54.73   	-106.82		  2.99   	   5.09		
-103.15   	-119.02   	  5.70   	-366.22		 54.30   	 -86.47		  3.01   	  10.17		
-105.29   	-117.80   	  4.23   	-345.88		 53.96   	 -66.12		  3.05   	  10.17		
-103.45   	-114.44   	  2.85   	-310.27		 53.69   	 -45.78		  3.09   	  10.17		
-100.10   	-112.00   	  1.61   	-279.75		 53.51   	 -30.52		  3.13   	  10.17		
-97.66   	-112.00   	  0.49   	-249.24		 53.39   	 -20.35		  3.17   	  15.26		
-95.21   	-116.27   	 -0.51   	-213.63		 53.31   	 -25.43		  3.23   	  15.26		
-86.98   	-130.62   	 -1.36   	-157.68		 53.20   	 -30.52		  3.30   	  15.26		
-23.80   	-191.65   	 -1.99   	-122.07		 53.08   	 -35.61		  3.36   	  20.35		
 42.42   	-204.16   	 -2.48   	 -91.56		 52.94   	 -45.78		  3.44   	  20.35		
127.87   	-166.02   	 -2.85   	 -50.86		 52.76   	 -45.78		  3.52   	  15.26		
191.65   	-79.04   	 -3.05   	 -30.52		 52.57   	 -61.04		  3.58   	  15.26		
147.71   	 -0.92   	 -3.17(D)	   5.09		 52.33   	 -61.04		  3.64   	  10.17		
-88.20   	-14.04   	 -3.15(E)	  25.43		 52.09   	 -71.21		  3.68   	  15.26		
-516.66   	-152.59   	 -3.05   	  45.78		 51.80   	 -76.30		  3.74   	  15.26		
-1004.64   	-359.19   	 -2.87   	  71.21		 51.50   	 -86.47		  3.80   	  15.26		
-1326.90   	-516.66   	 -2.58   	  86.47		 51.15   	 -86.47		  3.87   	   5.09		
-1301.88   	-527.34(R)	 -2.24   	  96.64		 50.80   	 -96.64		  3.89   	  10.17		
-931.09   	-392.15   	 -1.85   	 106.82		 50.42   	-101.73		  3.93   	   0.00		
-412.60   	-203.25   	 -1.42   	 111.90		 50.01   	-101.73		  3.93   	   0.00		
  2.44   	-58.90   	 -0.98   	 116.99		 49.60   	-106.82		  3.93   	   0.00		
173.03   	  3.66   	 -0.51   	 111.90		 49.18   	-106.82		  3.93   	 -10.17		
129.70   	  7.02   	 -0.06   	 116.99		 48.75   	-106.82		  3.89   	  -5.09		
 10.68   	 -6.10   	  0.41   	 106.82		 48.32   	-106.82		  3.87   	 -15.26		
-61.95   	-10.38   	  0.83   	 106.82		 47.89   	-106.82		  3.80   	 -15.26		
-54.02   	 -6.10   	  1.26   	 101.73		 47.47   	-106.82		  3.74   	 -20.35		
 -6.10   	 -2.44   	  1.67   	  96.64		 47.04   	 -96.64		  3.66   	 -25.43		
 30.21   	 -2.14   	  2.05   	  96.64		 46.65   	 -96.64		  3.56   	 -25.43		
 35.10   	 -2.44   	  2.44   	  91.56		 46.27   	 -96.64		  3.46   	 -25.43		
 19.53   	 -0.92   	  2.81   	  96.64		 45.88   	 -86.47		  3.36   	 -25.43		
  4.58   	  1.83   	  3.19   	  91.56		 45.53   	 -86.47		  3.26   	 -20.35		
  2.75   	  6.10   	  3.56   	  96.64		 45.19   	 -81.38		  3.17   	 -25.43		
 13.12   	 12.21   	  3.95   	 132.25		 44.86   	 -76.30		  3.07   	 -30.52		
 34.48   	 21.97   	  4.48   	 147.51		 44.56   	 -71.21		  2.95   	 -30.52		
 36.93   	 24.72   	  5.07   	 162.77		 44.27   	 -66.12		  2.83   	 -25.43		
 37.54   	 28.69   	  5.72   	 188.20		 44.01   	 -66.12		  2.73   	 -25.43		
 41.50   	 34.48   	  6.47   	 213.63		 43.74   	 -61.04		  2.62   	 -20.35		
 49.74   	 42.42   	  7.32   	 188.20		 43.50   	 -55.95		  2.54   	 -20.35		
 49.74   	 42.42   	  8.08   	 264.50		 43.28   	 -50.86		  2.46   	 -20.35		
 72.02   	 60.73   	  9.14   	 233.98		 43.07   	 -45.78		  2.38   	 -15.26		
 72.02   	 60.73   	 10.07   	 320.45		 42.89   	 -30.52		  2.32   	 -15.26		
 93.38   	 78.43   	 11.35   	 279.75		 42.77   	 -25.43		  2.26   	 -10.17		
 93.38   	 78.43   	 12.47   	 371.31		 42.67(D)	  35.61		  2.22   	 -10.17		
113.53   	 90.03   	 13.96   	 320.45		 42.81   	  35.61		  2.18   	  -5.09		
113.53   	 90.03   	 15.24   	 401.83		 42.95   	 188.20		  2.16   	  -5.09		
128.48   	 97.35   	 16.85   	 350.97		 43.70   	 167.85		  2.14   	  -5.09		
128.48   	 97.35   	 18.25   	 412.00		 44.37   	 396.74		  2.12   	   0.00		
134.58   	102.23   	 19.90   	 361.14		 45.96   	 350.97		  2.12   	   0.00		
134.58   	102.23   	 21.34   	 401.83		 47.37   	 559.51		  2.12   	   0.00		
135.19   	104.68   	 22.95   	 381.48		 49.60   	 600.20		  2.12   	   5.09		
133.36   	104.68   	 24.48   	 366.22		 52.00   	 615.46		  2.14   	   5.09		
130.00   	103.76   	 25.94   	 335.71		 54.47   	 620.55		  2.16   	   5.09		
125.43   	102.54   	 27.28   	 310.27		 56.95   	 610.37		  2.18   	  10.17		
120.85   	101.01   	 28.52   	 279.75		 59.39   	 600.20		  2.22   	  10.17		
116.58   	 99.49   	 29.64   	 244.15		 61.79   	 579.86		  2.26   	   5.09		
112.61   	 97.66   	 30.62   	 203.46		 64.11   	 534.08		  2.28   	   0.00		
108.03   	 94.30   	 31.43   	 157.68		 66.25   	 478.13		  2.28   	   0.00		
101.62   	 87.89   	 32.06   	  91.56		 68.16   	 381.48		  2.28   	   5.09		
 81.18   	 67.44   	 32.43   	  50.86		 69.68   	 289.93		  2.30   	   5.09		
 71.72   	 65.31   	 32.63   	   5.09		 70.84   	 208.54		  2.32   	   5.09		
 68.05   	 80.26   	 32.66(S)	 -35.61		 71.68   	 127.16		  2.34   	   5.09		
 72.63   	115.05   	 32.51   	 -81.38		 72.19   	  50.86		  2.36   	   5.09		
 85.14   	161.44   	 32.19   	-116.99		 72.39(S)	 -15.26		  2.38   	  -5.09		
101.62   	202.94   	 31.72   	-208.54		 72.33   	-147.51		  2.36   	   5.09		
134.58   	235.90   	 30.88   	-244.15		 71.74   	-193.29		  2.38   	   0.00		
147.40   	236.82   	 29.91   	-269.58		 70.97   	-228.89		  2.38   	   5.09		
154.11   	238.34   	 28.83   	-295.01		 70.05   	-259.41		  2.40   	   5.09		
149.84   	236.51   	 27.65   	-320.45		 69.01   	-284.84		  2.42(V)	   0.00		
132.75   	220.64   	 26.37   	-345.88		 67.87   	-305.19		  2.42   	  -5.09		
105.90   	182.80   	 24.98   	-366.22		 66.65   	-320.45		  2.40   	   0.00		
 75.68   	126.34   	 23.52   	-381.48		 65.37   	-330.62		  2.40   	   0.00		
 45.78   	 61.65   	 21.99   	-396.74		 64.05   	-330.62		  2.40   	   5.09		
 14.95   	 -1.53   	 20.41   	-406.92		 62.73   	-325.53		  2.42   	   0.00		
-19.53   	-56.15   	 18.78   	-417.09		 61.42   	-305.19		  2.42   	   0.00		
-56.46   	-97.35   	 17.11   	-427.26		 60.20   	-284.84		  2.42   	   0.00		
-88.81   	-120.85   	 15.40   	-422.18		 59.06   	-254.32		  2.42   	   5.09		
-107.73   	-125.43   	 13.71   	-427.26		 58.05   	-223.80		  2.44   	   5.09		
-110.47   	-117.80   	 12.00   	-422.18		 57.15   	-188.20		  2.46   	  10.17		
-104.06   	-108.64   	 10.32   	-412.00		 56.40   	-162.77		  2.50   	  10.17		
-97.96   	-106.51   	  8.67   	-396.74		 55.75   	-137.33		  2.54   	  10.17		
-97.05   	-112.00   	  7.08   	-376.40		 55.20   	-111.90		  2.58   	  10.17		
-101.01   	-120.24   	  5.57   	-361.14		 54.75   	 -91.56		  2.62   	  10.17		
-104.98   	-126.04   	  4.13   	-335.71		 54.38   	 -76.30		  2.67   	  10.17		
-105.90   	-128.17   	  2.79   	-310.27		 54.08   	 -66.12		  2.71   	  15.26		
-103.76   	-127.26   	  1.55   	-279.75		 53.81   	 -45.78		  2.77   	  15.26		
-100.71   	-126.65   	  0.43   	-249.24		 53.63   	 -40.69		  2.83   	  15.26		
-100.71   	-126.65   	 -0.57   	-218.72		 53.47   	 -20.35		  2.89   	  20.35		
-94.60   	-133.36   	 -1.44   	-188.20		 53.39   	 -15.26		  2.97   	  15.26		
-94.60   	-133.36   	 -2.20   	-147.51		 53.33   	 -10.17		  3.03   	  20.35		
-52.80   	-178.83   	 -2.79   	 -86.47		 53.29   	 -35.61		  3.11   	  30.52		
 78.13   	-208.74   	 -3.13   	 -71.21		 53.14   	 -25.43		  3.23   	  25.43		
 78.13   	-208.74   	 -3.42   	 -25.43		 53.04   	 -50.86		  3.34   	  25.43		
216.06   	-55.24   	 -3.52   	 -20.35		 52.84   	 -45.78		  3.44   	  25.43		
216.06   	-55.24   	 -3.60(D)	  35.61		 52.65   	 -66.12		  3.54   	  25.43		
-149.54   	-44.56   	 -3.46   	  30.52		 52.39   	 -50.86		  3.64   	  20.35		
-149.54   	-44.56   	 -3.34   	  81.38		 52.19   	 -71.21		  3.72   	  20.35		
-1068.73   	-460.21   	 -3.01   	 101.73		 51.90   	 -81.38		  3.80   	  20.35		
-1323.24   	-604.55   	 -2.60   	 111.90		 51.58   	 -86.47		  3.89   	  25.43		
-1221.01   	-574.34   	 -2.16   	 127.16		 51.23   	 -91.56		  3.99   	  15.26		
-809.94   	-398.25   	 -1.65   	 132.25		 50.86   	 -96.64		  4.05   	  15.26		
-307.92   	-191.04   	 -1.12   	 132.25		 50.48   	-101.73		  4.11   	  10.17		
 52.80   	-52.49   	 -0.59   	 137.33		 50.07   	-106.82		  4.15   	   0.00		
170.59   	 -6.71   	 -0.04   	 132.25		 49.64   	-106.82		  4.15   	  -5.09		
104.37   	-17.09   	  0.49   	 127.16		 49.22   	-106.82		  4.13   	  -5.09		
 -7.02   	-35.40   	  1.00   	 127.16		 48.79   	-101.73		  4.11   	 -10.17		
-59.81   	-36.93   	  1.51   	 122.07		 48.38   	-101.73		  4.07   	 -15.26		
-39.67   	-26.25   	  1.99   	 116.99		 47.98   	-101.73		  4.01   	 -15.26		
  8.24   	-15.56   	  2.46   	  N/A		 47.57   	  N/A		  3.95   	  N/A		
