SAMPLE NUMBER:   1
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  LPA     	  LPA'		  AO     	  AO'		  RV     	  RV'		
 80.87   	-51.27   	 47.34   	 -35.61		 44.19   	 -15.26		 63.62   	 610.37		
 80.57   	-49.74   	 47.20   	 -20.35		 44.13   	 -25.43		 66.06   	 467.95		
 81.79   	-50.05   	 47.12(D)	  10.17		 44.03   	 -35.61		 67.93   	 330.62		
 84.53   	-50.35   	 47.16   	  61.04		 43.89   	 -30.52		 69.26   	 203.46		
 87.89   	-48.52   	 47.41   	 167.85		 43.76   	 -15.26		 70.07   	  76.30		
 90.64   	-44.86   	 48.08   	 310.27		 43.70   	  -5.09		 70.38   	 -30.52		
 92.47   	-40.59   	 49.32   	 437.43		 43.68   	  -5.09		 70.25   	-111.90		
 93.69   	-36.62   	 51.07   	 508.65		 43.66   	 -20.35		 69.81   	-167.85		
 94.60   	-32.04   	 53.10   	 523.90		 43.58   	 -20.35		 69.14   	-183.11		
 95.21   	-25.63   	 55.20   	 513.73		 43.50   	 -20.35		 68.40   	-188.20		
 96.13   	-16.17   	 57.25   	 483.21		 43.42   	 -30.52		 67.65   	-162.77		
 97.96   	 -4.88   	 59.19   	 518.82		 43.30   	 -30.52		 67.00   	-127.16		
100.10   	  5.80   	 61.26   	 630.72		 43.17   	 -30.52		 66.49   	 -76.30		
101.62   	 15.26   	 63.78   	 727.36		 43.05   	 -15.26		 66.18   	   0.00		
101.93   	 23.80   	 66.69   	 737.54		 42.99   	  -5.09		 66.18   	  76.30		
100.71   	 32.65   	 69.64   	 635.81		 42.97(D)	   5.09		 66.49   	 157.68		
 99.49   	 42.11   	 72.19   	 513.73		 42.99   	  15.26		 67.12   	 208.54		
 99.18   	 51.27   	 74.24   	 437.43		 43.05   	  35.61		 67.95   	 269.58		
 99.49   	 58.90   	 75.99   	 417.09		 43.19   	  66.12		 69.03   	 330.62		
 98.88   	 64.70   	 77.66   	 437.43		 43.46   	 111.90		 70.36   	 386.57		
 97.05   	 69.58   	 79.41   	 783.31		 43.91   	 488.30		 71.90   	 885.04		
 90.94   	 83.31   	 82.54   	 254.32		 45.86   	 376.40		 75.44   	 457.78		
 88.81   	 93.69   	 83.56   	 111.90		 47.37   	 427.26		 77.27   	 457.78		
 87.89   	105.59   	 84.01   	   5.09		 49.07   	 462.87		 79.10   	 462.87		
 87.28   	118.71   	 84.03   	  -5.09		 50.93   	 467.95		 80.96   	 462.87		
 87.89   	131.84   	 84.01   	  50.86		 52.80   	 447.61		 82.81   	 437.43		
 90.03   	145.87   	 84.21   	 111.90		 54.59   	 417.09		 84.56   	 406.92		
 93.38   	160.52   	 84.66   	 137.33		 56.26   	 381.48		 86.18   	 366.22		
 96.44   	176.09   	 85.21   	 111.90		 57.78   	 361.14		 87.65   	 325.53		
 97.05   	191.35   	 85.66   	  76.30		 59.23   	 340.79		 88.95   	 289.93		
 93.99   	205.08   	 85.96   	  55.95		 60.59   	 300.10		 90.11   	 249.24		
 87.89   	217.29   	 86.18   	  96.64		 61.79   	 244.15		 91.11   	 203.46		
 79.96   	227.97   	 86.57   	 162.77		 62.77   	 183.11		 91.92   	 167.85		
 71.72   	238.65   	 87.22   	 213.63		 63.50   	 142.42		 92.59   	 137.33		
 64.70   	249.94   	 88.08   	 233.98		 64.07   	 132.25		 93.14   	 101.73		
 58.29   	261.84   	 89.01   	 223.80		 64.60   	 132.25		 93.55   	  81.38		
 51.88   	272.83   	 89.91   	 198.37		 65.13   	 142.42		 93.88   	  71.21		
 45.17   	282.59   	 90.70   	 203.46		 65.70   	 157.68		 94.16   	  66.12		
 36.93   	290.53   	 91.52   	 228.89		 66.33   	 178.03		 94.42   	  76.30		
 27.77   	295.41   	 92.43   	 244.15		 67.04   	 162.77		 94.73   	  76.30		
 18.01   	296.33   	 93.41   	 254.32		 67.69   	 157.68		 95.04   	  66.12		
  9.77   	291.14   	 94.42   	 269.58		 68.32   	 152.59		 95.30   	  61.04		
  4.27   	279.24   	 95.50   	 279.75		 68.93   	 147.51		 95.54   	  66.12		
  2.75   	261.84   	 96.62   	 254.32		 69.52   	 147.51		 95.81   	  76.30		
  5.19   	239.87   	 97.64   	 218.72		 70.11   	 157.68		 96.11   	  81.38		
 10.07   	213.32   	 98.51   	 345.88		 70.74   	 350.97		 96.44   	 106.82		
 19.53   	147.09   	 99.90   	 167.85		 72.15   	 172.94		 96.87   	  25.43		
 21.67   	108.34   	100.57   	 152.59		 72.84   	 142.42		 96.97   	  20.35		
 22.28   	 68.36   	101.18   	 116.99		 73.41   	 116.99		 97.05   	   5.09		
 22.28   	 29.91   	101.65   	  81.38		 73.88   	 101.73		 97.07(S)	 -20.35		
 22.28   	 -4.88   	101.97   	  40.69		 74.28   	  91.56		 96.99   	 -81.38		
 23.50   	-34.79   	102.14   	  15.26		 74.65   	  81.38		 96.66   	-157.68		
 25.33   	-59.81   	102.20(S)	  -5.09		 74.97   	  61.04		 96.03   	-233.98		
 28.08   	-78.74   	102.18   	  -5.09		 75.22   	  50.86		 95.10   	-315.36		
 30.52   	-93.08   	102.16   	 -20.35		 75.42   	  30.52		 93.83   	-406.92		
 31.43   	-103.45   	102.07   	 -30.52		 75.54   	  15.26		 92.21   	-503.56		
 30.82   	-111.08   	101.95   	 -45.78		 75.60(S)	 -15.26		 90.19   	-595.11		
 28.99   	-117.49   	101.77   	 -50.86		 75.54   	 -35.61		 87.81   	-686.67		
 26.86   	-123.29   	101.57   	 -66.12		 75.40   	 -45.78		 85.07   	-757.88		
 25.33   	-129.09   	101.30   	 -96.64		 75.22   	 -66.12		 82.03   	-793.49		
 23.50   	-134.89   	100.92   	-132.25		 74.95   	 -81.38		 78.86   	-793.49		
 21.36   	-139.77   	100.39   	-162.77		 74.63   	 -81.38		 75.69   	-773.14		
 18.01   	-143.13   	 99.74   	-183.11		 74.30   	 -91.56		 72.59   	-732.45		
 14.95   	-144.65   	 99.00   	-213.63		 73.94   	-111.90		 69.66   	-696.84		
 13.43   	-144.65   	 98.15   	-254.32		 73.49   	-122.07		 66.88   	-676.50		
 13.43   	-145.26   	 97.13   	-264.50		 73.00   	-142.42		 64.17   	-661.24		
 14.04   	-146.48   	 96.07   	-239.06		 72.43   	-152.59		 61.53   	-625.63		
 14.04   	-148.01   	 95.12   	-183.11		 71.82   	-147.51		 59.02   	-579.86		
 14.34   	-148.01   	 94.38   	-127.16		 71.23   	-152.59		 56.70   	-534.08		
 15.87   	-145.57   	 93.88   	 -86.47		 70.62   	-142.42		 54.57   	-508.65		
 19.53   	-140.69   	 93.53   	-412.00		 70.05   	-259.41		 52.53   	-1047.81		
 26.25   	-134.58   	 91.88   	-1093.59		 69.01   	-127.16		 48.34   	-590.03		
 26.25   	-134.89   	 87.51   	-2110.88		 68.50   	-127.16		 45.98   	-717.19		
 24.41   	-136.41   	 79.06   	-2466.93		 68.00   	-122.07		 43.11   	-895.22		
 23.19   	-136.72   	 69.20   	-1617.49		 67.51   	-137.33		 39.53   	-1027.46		
 23.19   	-136.11   	 62.73(D)	 101.73		 66.96   	-137.33		 35.42   	-1027.46		
 24.72   	-135.50   	 63.13   	1698.87		 66.41   	-127.16		 31.31   	-915.56		
 26.55   	-136.41   	 69.93   	2217.69		 65.90   	-116.99		 27.65   	-798.57		
 28.38   	-139.16   	 78.80   	1500.50		 65.43   	-116.99		 24.46   	-768.05		
 29.60   	-142.52   	 84.80   	 193.29		 64.96   	-132.25		 21.38   	-803.66		
 30.52   	-145.26   	 85.57   	-813.83		 64.44   	-147.51		 18.17   	-783.31		
 32.04   	-146.79   	 82.32   	-910.47		 63.85   	-152.59		 15.04   	-691.76		
 34.48   	-147.09   	 78.68   	-172.94		 63.23   	-157.68		 12.27   	-549.34		
 36.93   	-146.48   	 77.99   	 717.19		 62.60   	-172.94		 10.07   	-417.09		
 37.84   	-145.57   	 80.85   	1149.54		 61.91   	-172.94		  8.40   	-330.62		
 37.23   	-143.43   	 85.45   	 879.96		 61.22   	-137.33		  7.08   	-284.84		
 35.40   	-140.38   	 88.97   	 142.42		 60.67   	-106.82		  5.94   	-239.06		
 33.26   	-137.33   	 89.54   	-528.99		 60.24   	 -86.47		  4.98   	-188.20		
 32.65   	-134.89   	 87.43   	-737.54		 59.90   	 -91.56		  4.23   	-122.07		
 32.96   	-133.67   	 84.48   	-467.95		 59.53   	 -91.56		  3.74   	 -81.38		
 33.57   	-134.28   	 82.60   	 -71.21		 59.17   	 -81.38		  3.42   	 -50.86		
 33.57   	-136.41   	 82.32   	 142.42		 58.84   	 -71.21		  3.21   	 -50.86		
 33.57   	-139.47   	 82.89   	  40.69		 58.56   	 -40.69		  3.01   	 -76.30		
 33.57   	-142.52   	 83.05   	-269.58		 58.39   	 -20.35		  2.71   	 -91.56		
 34.18   	-144.35   	 81.97   	-574.77		 58.31   	  -5.09		  2.34   	 -86.47		
 34.79   	-144.96   	 79.67   	-1169.88		 58.29   	 -35.61		  1.99   	 -96.64		
 33.87   	-144.35   	 74.99   	-249.24		 58.15   	 -50.86		  1.61   	 -10.17		
 32.96   	-142.82   	 74.00   	 -40.69		 57.94   	 -45.78		  1.57   	 -10.17		
 32.35   	-139.16   	 73.83   	  20.35		 57.76   	 -50.86		  1.53   	 -25.43		
 33.26   	-132.14   	 73.92   	 -50.86		 57.56   	 -45.78		  1.42   	 -30.52		
 36.62   	-121.46   	 73.71   	-172.94		 57.38   	 -45.78		  1.30   	 -35.61		
 43.33   	-104.98   	 73.02   	-233.98		 57.19   	 -45.78		  1.16   	 -20.35		
 54.02   	-82.09   	 72.09   	-172.94		 57.01   	 -50.86		  1.08   	 -20.35		
 67.14   	-50.35   	 71.39   	   5.09		 56.81   	 -66.12		  1.00   	 -20.35		
 79.35   	-10.68   	 71.41   	 198.37		 56.54   	 -81.38		  0.92   	 -15.26		
 86.36   	 30.52   	 72.21   	 269.58		 56.22   	 -91.56		  0.85   	 -10.17		
 86.36   	 64.39   	 73.29   	 198.37		 55.85   	 -71.21		  0.81   	  -5.09		
 82.40   	 86.06   	 74.08   	  50.86		 55.56   	 -66.12		  0.79(D)	   5.09		
 78.74   	 93.69   	 74.28   	 -61.04		 55.30   	 -61.04		  0.81   	  15.26		
 79.65   	 92.47   	 74.04   	 -71.21		 55.06   	 -66.12		  0.87   	  20.35		
 84.23   	 87.28   	 73.75   	 -10.17		 54.79   	 -61.04		  0.96   	  30.52		
 88.50   	 78.74   	 73.71   	  50.86		 54.55   	 -55.95		  1.08   	  35.61		
 87.89   	 64.70   	 73.92   	  81.38		 54.32   	 -55.95		  1.22   	  50.86		
 82.09   	 42.11   	 74.24   	  50.86		 54.10   	 -61.04		  1.42   	  45.78		
 73.85   	 10.68   	 74.45   	 -20.35		 53.86   	 -45.78		  1.61   	  55.95		
 66.83   	-27.16   	 74.36   	 -71.21		 53.67   	 -35.61		  1.83   	  66.12		
 61.65   	-65.31   	 74.08   	 -91.56		 53.53   	 -40.69		  2.10   	  71.21		
 54.63   	-97.66   	 73.71   	 -81.38		 53.37   	 -35.61		  2.38   	  61.04		
 43.33   	-121.46   	 73.39   	 -76.30		 53.22   	 -40.69		  2.62   	  61.04		
 29.30   	-137.02   	 73.08   	 -66.12		 53.06   	 -35.61		  2.87   	  55.95		
 17.40   	-146.48   	 72.82   	-157.68		 52.92   	 -71.21		  3.09   	 106.82		
 12.51   	-156.86   	 72.19   	 -96.64		 52.63   	 -35.61		  3.52   	  61.04		
 14.95   	-159.00   	 71.80   	-127.16		 52.49   	 -25.43		  3.76   	  50.86		
 14.95   	-160.83   	 71.29   	-132.25		 52.39   	 -20.35		  3.97   	  40.69		
 12.51   	-163.27   	 70.76   	-116.99		 52.31   	 -35.61		  4.13   	  25.43		
  9.46   	-166.93   	 70.29   	-101.73		 52.17   	 -45.78		  4.23   	  25.43		
  8.24   	-171.81   	 69.89   	 -86.47		 51.98   	 -50.86		  4.33   	  30.52		
  9.46   	-175.17   	 69.54   	 -81.38		 51.78   	 -35.61		  4.46   	  40.69		
 11.90   	-175.48   	 69.22   	 -86.47		 51.64   	 -20.35		  4.62   	  40.69		
 13.12   	-172.42   	 68.87   	 -71.21		 51.56   	 -25.43		  4.78   	  35.61		
 13.73   	-168.46   	 68.59   	 -66.12		 51.45   	 -35.61		  4.92   	  25.43		
 12.82   	-165.41   	 68.32   	 -71.21		 51.31   	 -45.78		  5.03   	  20.35		
 11.60   	-164.79   	 68.04   	 -55.95		 51.13   	 -50.86		  5.11   	  20.35		
 10.38   	-165.41   	 67.81   	 -50.86		 50.93   	 -50.86		  5.19   	  35.61		
  9.16   	-165.71   	 67.61   	 -61.04		 50.72   	 -40.69		  5.33   	  40.69		
  8.85   	-163.88   	 67.36   	 -71.21		 50.56   	 -30.52		  5.49   	  40.69		
  9.77   	-159.61   	 67.08   	 -81.38		 50.44   	 -25.43		  5.66   	  40.69		
 11.60   	-155.33   	 66.75   	 -61.04		 50.34   	 -30.52		  5.82   	  40.69		
 14.65   	-154.42   	 66.51   	 -15.26		 50.21   	 -30.52		  5.98   	  35.61		
 20.14   	-158.08   	 66.45   	  15.26		 50.09   	 -40.69		  6.12   	  40.69		
 28.99   	-162.35   	 66.51   	  25.43		 49.93   	 -40.69		  6.29   	  35.61		
 43.03   	-155.03   	 66.61   	  15.26		 49.77   	 -40.69		  6.43   	  35.61		
 65.31   	-124.21   	 66.67   	 -45.78		 49.60   	 -30.52		  6.57   	  15.26		
102.54   	-65.31   	 66.49   	-101.73		 49.48   	 -25.43		  6.63   	  10.17		
157.78   	 14.95   	 66.08   	-116.99		 49.38   	 -25.43		  6.67   	   0.00		
213.62   	106.20   	 65.62   	 -76.30		 49.28   	 -20.35		  6.67   	   0.00		
223.69   	203.25   	 65.31   	 -35.61		 49.20   	 -30.52		  6.67   	  -5.09		
128.78   	307.92   	 65.17   	 -25.43		 49.07   	 -40.69		  6.65   	 -20.35		
-102.23   	417.48   	 65.07   	-111.90		 48.91   	 -81.38		  6.57   	 -71.21		
-786.74   	588.99(R)	 64.62   	 -91.56		 48.59   	 -30.52		  6.29(E)	 -45.78		
-1039.73   	572.81   	 64.25   	-101.73		 48.46   	 -15.26		  6.10   	 -40.69		
-1138.00   	430.91   	 63.85   	 -76.30		 48.40   	 -20.35		  5.94   	 -40.69		
-1094.36   	165.10   	 63.54   	   0.00		 48.32   	 -30.52		  5.78   	 -35.61		
-968.63   	-164.18   	 63.54   	 106.82		 48.20   	 -30.52		  5.64   	 -45.78		
-819.09   	-444.03   	 63.97   	  76.30		 48.08   	 -20.35		  5.45   	 -35.61		
-670.17   	-566.71   	 64.27   	 -86.47		 48.00   	 -35.61		  5.31   	  -5.09		
-515.75   	-498.66   	 63.93   	-213.63		 47.85   	 -45.78		  5.29   	  30.52		
-347.60   	-309.75   	 63.07   	-269.58		 47.67   	 -40.69		  5.41   	  86.47		
-177.92   	-121.15   	 61.99   	-239.06		 47.51   	 -20.35		  5.76   	 132.25		
-37.54   	-24.11   	 61.04   	-152.59		 47.43   	  -5.09		  6.29   	 188.20		
 47.30   	-31.43   	 60.43   	 -61.04		 47.41   	 -10.17		  7.04   	 239.06		
 72.33   	-92.47   	 60.18   	 -35.61		 47.37   	 -20.35		  8.00   	 264.50		
 59.51   	-142.21   	 60.04   	 -86.47		 47.28   	 -40.69		  9.05   	 310.27		
 41.50   	-149.84   	 59.69   	-172.94		 47.12   	 -35.61		 10.29   	 376.40		
 38.76   	-126.65   	 59.00   	-203.46		 46.98   	 -30.52		 11.80   	 483.21		
 51.88   	-99.79   	 58.19   	-162.77		 46.86   	 -30.52		 13.73   	 600.20		
 67.75   	-87.59   	 57.54   	 -61.04		 46.73   	 -30.52		 16.13   	 691.76		
 74.77   	-91.25   	 57.29   	  25.43		 46.61   	 -30.52		 18.90   	 752.79		
 72.02   	-101.32   	 57.40   	  61.04		 46.49   	 -20.35		 21.91   	 798.57		
 65.92   	-108.03   	 57.64   	  30.52		 46.41   	 -15.26		 25.11   	 854.52		
 62.56   	-107.42   	 57.76   	 -40.69		 46.35   	 -20.35		 28.52   	 915.56		
 62.87   	-101.32   	 57.60   	-116.99		 46.27   	 -35.61		 32.19   	 956.25		
 64.39   	-94.30   	 57.13   	-127.16		 46.12   	 -40.69		 36.01   	 976.60		
 65.00   	-88.81   	 56.62   	-147.51		 45.96   	 -61.04		 39.92   	1948.11		
 63.48   	-75.99   	 56.03   	 -15.26		 45.72   	 -10.17		 47.71   	 930.82		
 61.65   	-67.44   	 55.97   	 -10.17		 45.68   	  -5.09		 51.43   	 895.22		
 59.81   	-59.51   	 55.93   	 -25.43		 45.66   	 -15.26		 55.02   	 854.52		
 58.29   	-53.10   	 55.83   	 -50.86		 45.59   	 -30.52		 58.43   	 813.83		
 57.68   	-48.52   	 55.63   	 -71.21		 45.47   	 -35.61		 61.69   	 752.79		
 58.29   	-45.17   	 55.34   	 -76.30		 45.33   	 -25.43		 64.70   	 681.58		
 59.51   	-43.03   	 55.04   	 -55.95		 45.23   	 -25.43		 67.43   	 595.11		
 60.73   	-41.20   	 54.81   	 -35.61		 45.13   	 -30.52		 69.81   	 488.30		
 61.95   	-39.98   	 54.67   	 -15.26		 45.00   	 -20.35		 71.76   	 376.40		
 62.56   	-38.45   	 54.61   	  25.43		 44.92   	 -15.26		 73.27   	 264.50		
 63.17   	-36.62   	 54.71   	 111.90		 44.86   	 -15.26		 74.32   	 157.68		
 63.48   	-33.87   	 55.16   	 233.98		 44.80   	 -25.43		 74.95   	  66.12		
 62.87   	-29.30   	 56.09   	 315.36		 44.70   	 -25.43		 75.22   	 -10.17		
 61.34   	-22.28   	 57.35   	 361.14		 44.60   	 -25.43		 75.18   	 -76.30		
 59.51   	-12.21   	 58.80   	 391.66		 44.50   	 -20.35		 74.87   	-127.16		
 57.68   	 -0.61   	 60.37   	 427.26		 44.41   	 -15.26		 74.36   	-147.51		
 57.37   	 10.38   	 62.08   	 488.30		 44.35   	 -25.43		 73.77   	-147.51		
 58.29   	 19.84   	 64.03   	 564.60		 44.25   	 -25.43		 73.18   	-127.16		
 60.42   	 27.47   	 66.29   	 625.63		 44.15   	 -10.17		 72.68   	 -81.38		
 63.17   	 35.71   	 68.79   	 645.98		 44.11   	  15.26		 72.35   	 -35.61		
 65.61   	 45.47   	 71.37   	 615.46		 44.17   	  40.69		 72.21   	  25.43		
 67.14   	 57.68   	 73.83   	 549.34		 44.33   	  76.30		 72.31   	  86.47		
 68.36   	 70.80   	 76.03   	 483.21		 44.64   	 132.25		 72.65   	 147.51		
 69.58   	 82.40   	 77.97   	 462.87		 45.17   	 198.37		 73.24   	 213.63		
 70.80   	 91.55   	 79.82   	 900.30		 45.96   	 656.15		 74.10   	 620.55		
 73.85   	107.73   	 83.42   	 366.22		 48.59   	 452.69		 76.58   	 386.57		
 75.07   	117.19   	 84.88   	 274.67		 50.40   	 513.73		 78.13   	 417.09		
 75.68   	127.87   	 85.98   	 203.46		 52.45   	 544.25		 79.80   	 427.26		
 75.99   	140.08   	 86.80   	 157.68		 54.63   	 534.08		 81.51   	 442.52		
 76.29   	152.89   	 87.43   	 152.59		 56.76   	 508.65		 83.28   	 462.87		
 75.68   	166.63   	 88.04   	 157.68		 58.80   	 457.78		 85.13   	 462.87		
 73.85   	180.66   	 88.67   	 157.68		 60.63   	 412.00		 86.98   	 447.61		
 71.72   	195.31   	 89.30   	 132.25		 62.28   	 361.14		 88.77   	 427.26		
 69.58   	210.27   	 89.83   	  91.56		 63.72   	 310.27		 90.48   	 381.48		
 68.05   	226.14   	 90.19   	  61.04		 64.96   	 254.32		 92.00   	 330.62		
 67.75   	241.70   	 90.44   	  61.04		 65.98   	 223.80		 93.33   	 274.67		
 68.05   	256.96   	 90.68   	  91.56		 66.88   	 193.29		 94.42   	 213.63		
 68.05   	271.30   	 91.05   	 147.51		 67.65   	 157.68		 95.28   	 142.42		
 67.44   	285.64   	 91.64   	 198.37		 68.28   	 132.25		 95.85   	  76.30		
 66.22   	299.68   	 92.43   	 218.72		 68.81   	 137.33		 96.15(S)	 -15.26		
 63.48   	313.42   	 93.31   	 188.20		 69.36   	 142.42		 96.09   	-106.82		
 59.20   	325.32   	 94.06   	 162.77		 69.93   	 157.68		 95.67   	-203.46		
 54.63   	333.86   	 94.71   	 152.59		 70.56   	 172.94		 94.85   	-279.75		
 49.44   	338.13   	 95.32   	 157.68		 71.25   	 167.85		 93.73   	-335.71		
 44.56   	337.83   	 95.95   	 183.11		 71.92   	 162.77		 92.39   	-366.22		
 39.06   	333.56   	 96.68   	 218.72		 72.57   	 167.85		 90.93   	-366.22		
 32.96   	324.40   	 97.56   	 233.98		 73.24   	 167.85		 89.46   	-381.48		
 26.55   	308.53   	 98.49   	 218.72		 73.92   	 172.94		 87.93   	-427.26		
 21.06   	285.34   	 99.37   	 172.94		 74.61   	 178.03		 86.23   	-508.65		
 17.40   	254.21   	100.06   	 244.15		 75.32   	 361.14		 84.19   	-1271.61		
 15.87   	177.31   	101.04   	 137.33		 76.76   	 162.77		 79.10   	-691.76		
 15.87   	136.41   	101.59   	 178.03		 77.42   	 152.59		 76.34   	-676.50		
 15.56   	 95.21   	102.30   	 172.94		 78.03   	 137.33		 73.63   	-595.11		
 14.65   	 54.93   	102.99   	 137.33		 78.58   	 122.07		 71.25   	-457.78		
 12.82   	 17.09   	103.54   	  81.38		 79.06   	 101.73		 69.42   	-330.62		
 10.68   	-14.95   	103.87   	  25.43		 79.47   	  91.56		 68.10   	-239.06		
  9.16   	-39.37   	103.97   	  -5.09		 79.84   	  71.21		 67.14   	-198.37		
  8.85   	-55.85   	103.95   	   0.00		 80.12   	  55.95		 66.35   	-127.16		
  9.77   	-67.75   	103.95   	  15.26		 80.35   	  25.43		 65.84   	  30.52		
 10.68   	-77.21   	104.01   	  20.35		 80.45   	 -15.26		 65.96   	 223.80		
 10.68   	-86.06   	104.09   	   0.00		 80.39   	 -40.69		 66.86   	 356.05		
  9.16   	-94.60   	104.09   	 -35.61		 80.22   	 -76.30		 68.28   	 361.14		
  6.41   	-101.93   	103.95   	 -76.30		 79.92   	-106.82		 69.73   	 274.67		
  3.05   	-107.73   	103.64   	 -91.56		 79.49   	-122.07		 70.82   	 142.42		
  0.00   	-112.61   	103.28   	 -96.64		 79.00   	-137.33		 71.39   	  45.78		
 -1.53   	-115.97   	102.89   	-106.82		 78.45   	-147.51		 71.58   	 -20.35		
 -2.14   	-118.71   	102.46   	-137.33		 77.86   	-157.68		 71.50   	 -96.64		
 -1.83   	-120.54   	101.91   	-178.03		 77.23   	-157.68		 71.11   	-193.29		
 -0.92   	-122.38   	101.20   	-208.54		 76.60   	-162.77		 70.34   	-310.27		
 -0.92   	-124.51   	100.37   	-233.98		 75.95   	-172.94		 69.09   	-406.92		
 -0.92   	-126.34   	 99.43   	-218.72		 75.26   	-162.77		 67.47   	-452.69		
 -1.22   	-126.95   	 98.56   	-111.90		 74.61   	-147.51		 65.66   	-534.08		
 -1.22   	-125.43   	 98.11   	  76.30		 74.02   	-132.25		 63.52   	-686.67		
 -1.22   	-122.68   	 98.41   	 167.85		 73.49   	-132.25		 60.77   	-839.26		
 -1.53   	-119.32   	 99.08   	-818.92		 72.96   	-249.24		 57.42   	-1800.60		
 -1.53   	-115.36   	 95.81   	-1907.42		 71.96   	-106.82		 50.21   	-971.51		
  0.31   	-115.36   	 88.18   	-2655.13		 71.54   	 -96.64		 46.33   	-1129.19		
  3.36   	-117.19   	 77.56   	-2136.31		 71.15   	 -86.47		 41.81   	-1276.70		
  6.41   	-119.93   	 69.01   	-651.07		 70.80   	 -91.56		 36.70   	-1246.18		
  9.16   	-123.60   	 66.41   	 839.26		 70.44   	-106.82		 31.72   	-1063.07		
 10.68   	-126.65   	 69.77   	1759.91		 70.01   	-122.07		 27.47   	-879.96		
 12.21   	-128.17   	 76.81   	1724.31		 69.52   	-127.16		 23.95   	-788.40		
 13.73   	-127.87   	 83.70   	 803.66		 69.01   	-111.90		 20.79   	-768.05		
 15.26   	-127.26   	 86.92   	-233.98		 68.57   	-106.82		 17.72   	-707.02		
 15.87   	-127.56   	 85.98   	-742.62		 68.14   	-111.90		 14.89   	-579.86		
 15.26   	-129.39   	 83.01   	-493.39		 67.69   	-132.25		 12.57   	-422.18		
 13.73   	-130.92   	 81.04   	 218.72		 67.16   	-147.51		 10.89   	-279.75		
 12.82   	-129.39   	 81.91   	 829.09		 66.57   	-167.85		  9.77   	-188.20		
 14.04   	-124.51   	 85.23   	 951.17		 65.90   	-178.03		  9.01   	-152.59		
 17.09   	-118.10   	 89.03   	 534.08		 65.19   	-172.94		  8.40   	-132.25		
 20.75   	-114.14   	 91.17   	 -86.47		 64.50   	-162.77		  7.87   	-101.73		
 23.80   	-114.75   	 90.82   	-503.56		 63.85   	-142.42		  7.47   	 -50.86		
 25.33   	-119.02   	 88.81   	-508.65		 63.28   	-127.16		  7.26   	 -20.35		
 25.33   	-123.90   	 86.77   	-198.37		 62.77   	-116.99		  7.18   	 -25.43		
 25.02   	-126.95   	 85.98   	  96.64		 62.30   	-111.90		  7.08   	 -55.95		
 24.11   	-127.87   	 86.37   	 127.16		 61.85   	 -91.56		  6.86   	-106.82		
 22.89   	-128.17   	 86.88   	-101.73		 61.49   	 -71.21		  6.43   	-152.59		
 21.36   	-128.78   	 86.47   	-442.52		 61.20   	 -55.95		  5.82   	-157.68		
 19.84   	-129.09   	 84.70   	-676.50		 60.98   	 -45.78		  5.19   	-157.68		
 18.62   	-128.17   	 81.99   	-1149.54		 60.79   	 -61.04		  4.56   	-274.67		
 15.87   	-122.38   	 77.40   	-208.54		 60.55   	 -45.78		  3.46   	-122.07		
 14.95   	-120.85   	 76.56   	 -61.04		 60.37   	 -61.04		  2.97   	-127.16		
 15.26   	-121.15   	 76.32   	 -86.47		 60.12   	 -55.95		  2.46   	-111.90		
 16.78   	-122.07   	 75.97   	-193.29		 59.90   	 -50.86		  2.01   	 -81.38		
 18.62   	-120.85   	 75.20   	-259.41		 59.69   	 -50.86		  1.69   	 -50.86		
 19.84   	-115.66   	 74.16   	-233.98		 59.49   	 -55.95		  1.49   	 -40.69		
 21.06   	-106.20   	 73.22   	-111.90		 59.27   	 -61.04		  1.32   	 -50.86		
 24.11   	-92.77   	 72.78   	  20.35		 59.02   	 -71.21		  1.12   	 -45.78		
 31.43   	-74.16   	 72.86   	 101.73		 58.74   	 -81.38		  0.94   	 -20.35		
 43.03   	-48.52   	 73.27   	  96.64		 58.41   	 -96.64		  0.85   	  15.26		
 56.46   	-14.04   	 73.65   	  66.12		 58.03   	 -86.47		  0.92   	  50.86		
 66.53   	 27.47   	 73.92   	  25.43		 57.68   	 -71.21		  1.12   	  71.21		
 70.19   	 68.36   	 74.02   	  25.43		 57.40   	 -55.95		  1.40   	  71.21		
 68.05   	 99.49   	 74.12   	  61.04		 57.17   	 -61.04		  1.69   	  81.38		
 63.78   	115.05   	 74.36   	 106.82		 56.93   	 -66.12		  2.01   	  61.04		
 62.87   	117.19   	 74.79   	 111.90		 56.66   	 -81.38		  2.26   	  55.95		
 66.22   	111.39   	 75.24   	  71.21		 56.34   	 -96.64		  2.48   	  61.04		
 71.11   	103.76   	 75.52   	  N/A		 55.95   	  N/A		  2.73   	  N/A		
