SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  FA     	  FA'		  RPA     	  RPA'		  RV     	  RV'		
 85.75   	112.61   	 46.14   	 361.14		 25.15   	 142.42		 46.08   	   5.09		
 90.94   	118.71   	 47.59   	 335.71		 25.72   	 122.07		 46.10(S)	 -20.35		
 95.21   	123.29   	 48.93   	 305.19		 26.21   	 111.90		 46.02   	 -61.04		
 99.49   	127.87   	 50.15   	 264.50		 26.65   	  96.64		 45.78   	 -81.38		
104.68   	132.14   	 51.21   	 218.72		 27.04   	  86.47		 45.45   	-111.90		
111.08   	137.63   	 52.09   	 178.03		 27.39   	  76.30		 45.00   	-132.25		
119.32   	145.26   	 52.80   	 132.25		 27.69   	  66.12		 44.48   	-152.59		
129.39   	156.25   	 53.33   	  91.56		 27.96   	  55.95		 43.87   	-167.85		
140.69   	170.59   	 53.69   	  45.78		 28.18   	  45.78		 43.19   	-178.03		
152.28   	187.68   	 53.88(S)	   0.00		 28.36   	  40.69		 42.48   	-188.20		
163.57   	204.47   	 53.88   	 -30.52		 28.52   	  35.61		 41.73   	-198.37		
173.65   	218.51   	 53.75   	 -61.04		 28.67   	  25.43		 40.94   	-198.37		
181.88   	227.97   	 53.51   	-116.99		 28.77   	  15.26		 40.14   	-228.89		
185.55   	225.83   	 53.04   	-142.42		 28.83(S)	   0.00		 39.23   	-223.80		
177.92   	212.10   	 52.47   	-152.59		 28.83   	  -5.09		 38.33   	-218.72		
164.49   	190.43   	 51.86   	-157.68		 28.81   	 -20.35		 37.46   	-213.63		
147.40   	163.57   	 51.23   	-162.77		 28.73   	 -30.52		 36.60   	-213.63		
129.70   	135.80   	 50.58   	-167.85		 28.61   	 -40.69		 35.75   	-208.54		
113.22   	110.17   	 49.91   	-172.94		 28.44   	 -61.04		 34.91   	-203.46		
 98.27   	 88.50   	 49.22   	-172.94		 28.20   	 -76.30		 34.10   	-208.54		
 84.84   	 70.50   	 48.52   	-167.85		 27.89   	 -91.56		 33.27   	-208.54		
 72.63   	 55.24   	 47.85   	-172.94		 27.53   	-111.90		 32.43   	-218.72		
 61.95   	 42.11   	 47.16   	-172.94		 27.08   	-122.07		 31.56   	-223.80		
 54.02   	 31.13   	 46.47   	-178.03		 26.59   	-137.33		 30.66   	-239.06		
 48.83   	 22.28   	 45.76   	-178.03		 26.04   	-157.68		 29.70   	-244.15		
 45.78   	 15.56   	 45.05   	-188.20		 25.41   	-172.94		 28.73   	-254.32		
 43.95   	 10.99   	 44.29   	-198.37		 24.72   	-183.11		 27.71   	-269.58		
 43.64   	 10.07   	 43.50   	-198.37		 23.99   	-193.29		 26.63   	-279.75		
 45.17   	 14.95   	 42.71   	-203.46		 23.21   	-198.37		 25.51   	-300.10		
 48.22   	 27.47   	 41.89   	-203.46		 22.42   	-188.20		 24.31   	-310.27		
 51.27   	 47.91   	 41.08   	-203.46		 21.67   	-167.85		 23.07   	-330.62		
 53.71   	 74.46   	 40.26   	-203.46		 21.00   	-152.59		 21.75   	-345.88		
 57.07   	106.20   	 39.45   	-193.29		 20.39   	-137.33		 20.37   	-356.05		
 63.48   	142.21   	 38.68   	-183.11		 19.84   	-127.16		 18.94   	-361.14		
 76.60   	183.11   	 37.94   	-178.03		 19.33   	-111.90		 17.50   	-356.05		
 95.21   	226.14   	 37.23   	-167.85		 18.88   	 -76.30		 16.07   	-361.14		
115.66   	264.28   	 36.56   	-152.59		 18.58   	 -61.04		 14.63   	-350.97		
131.53   	288.70   	 35.95   	-147.51		 18.33   	 -45.78		 13.22   	-376.40		
125.43   	253.91   	 35.36   	-132.25		 18.15   	 -50.86		 11.72   	-350.97		
100.40   	187.38   	 34.83   	-116.99		 17.94   	 -50.86		 10.32   	-330.62		
 66.83   	 98.88   	 34.36   	-106.82		 17.74   	 -66.12		  8.99   	-300.10		
 34.48   	  8.24   	 33.94   	 -91.56		 17.48   	 -71.21		  7.79   	-274.67		
 12.51   	-61.04   	 33.57   	 -81.38		 17.19   	 -86.47		  6.69   	-244.15		
  4.58   	-95.83   	 33.25   	 -76.30		 16.85   	 -96.64		  5.72   	-218.72		
  6.10   	-99.49   	 32.94   	 -66.12		 16.46   	-101.73		  4.84   	-183.11		
  9.46   	-88.50   	 32.68   	 -61.04		 16.05   	-111.90		  4.11   	-157.68		
  9.16   	-80.87   	 32.43   	 -55.95		 15.61   	-111.90		  3.48   	-127.16		
  5.19   	-83.92   	 32.21   	 -55.95		 15.16   	-111.90		  2.97   	-101.73		
  0.00   	-95.21   	 31.98   	 -55.95		 14.71   	-101.73		  2.56   	 -66.12		
 -2.44   	-106.81   	 31.76   	 -50.86		 14.30   	-101.73		  2.30   	 -45.78		
 -0.92   	-116.88   	 31.56   	 -50.86		 13.90   	 -86.47		  2.12   	 -25.43		
 10.68   	-135.19   	 31.35   	 -55.95		 13.55   	 -76.30		  2.01(D)	   5.09		
 45.17   	-166.63   	 31.13   	 -50.86		 13.25   	 -66.12		  2.03   	  20.35		
104.68   	-182.50   	 30.93   	 -55.95		 12.98   	 -50.86		  2.12   	  40.69		
152.28   	-131.53   	 30.70   	 -55.95		 12.78   	 -35.61		  2.28   	  61.04		
112.00   	 -6.10   	 30.48   	 -55.95		 12.63   	 -30.52		  2.52   	  71.21		
-87.59   	113.83   	 30.25   	 -50.86		 12.51   	 -20.35		  2.81   	  86.47		
-454.10   	 87.28   	 30.05   	 -55.95		 12.43   	 -25.43		  3.15   	  96.64		
-892.03   	-195.62   	 29.83   	 -50.86		 12.33   	 -20.35		  3.54   	 101.73		
-1231.99   	-682.98   	 29.62   	 -50.86		 12.25   	 -25.43		  3.95   	 111.90		
-1318.97   	-1134.34   	 29.42   	 -50.86		 12.15   	 -25.43		  4.39   	 111.90		
-1106.57   	-1280.21(R)	 29.22   	 -50.86		 12.04   	 -25.43		  4.84(E)	 116.99		
-687.26   	-1026.61   	 29.01   	 -50.86		 11.94   	 -40.69		  5.31   	 127.16		
 79.04   	-47.61   	 28.81   	 -45.78		 11.78   	 -35.61		  5.82   	 122.07		
185.55   	172.73   	 28.63   	 -50.86		 11.64   	 -45.78		  6.31   	 122.07		
 14.34   	-46.39   	 28.42   	 -45.78		 11.45   	 -40.69		  6.80   	 122.07		
-50.66   	-162.05   	 28.24   	 -40.69		 11.29   	 -40.69		  7.28   	 106.82		
-40.59   	-161.13   	 28.08   	 -40.69		 11.13   	 -35.61		  7.71   	 106.82		
 10.07   	-88.81   	 27.91   	 -35.61		 10.99   	 -20.35		  8.14   	  96.64		
 50.35   	-24.41   	 27.77   	 -35.61		 10.91(D)	   0.00		  8.52   	 101.73		
 55.54   	 -9.16   	 27.63   	 -30.52		 10.91   	  50.86		  8.93   	  96.64		
 36.62   	-30.82   	 27.51   	 -35.61		 11.11   	  71.21		  9.32   	 111.90		
 18.62   	-53.10   	 27.37   	 -30.52		 11.39   	  35.61		  9.77   	 116.99		
 14.65   	-54.63   	 27.24   	 -30.52		 11.54   	   0.00		 10.23   	 137.33		
 20.45   	-38.76   	 27.12   	 -35.61		 11.54   	   5.09		 10.78   	 157.68		
 25.94   	-20.45   	 26.98   	 -30.52		 11.56   	  25.43		 11.41   	 188.20		
 27.47   	-10.07   	 26.86   	 -35.61		 11.66   	  30.52		 12.17   	 213.63		
 25.94   	 -7.32   	 26.71   	 -35.61		 11.78   	  40.69		 13.02   	 244.15		
 24.11   	 -7.63   	 26.57   	 -30.52		 11.94   	  66.12		 14.00   	 279.75		
 23.50   	 -6.10   	 26.45   	 -30.52		 12.21   	  91.56		 15.12   	 305.19		
 24.72   	 -1.22   	 26.33   	 -30.52		 12.57   	 106.82		 16.34   	 340.79		
 27.77   	  4.58   	 26.21   	 -25.43		 13.00   	 132.25		 17.70   	 371.31		
 30.21   	  8.85   	 26.10   	 -10.17		 13.53   	 152.59		 19.19   	 396.74		
 31.43   	 11.29   	 26.06(D)	   0.00		 14.14   	 147.51		 20.77   	 422.18		
 31.13   	 13.43   	 26.06   	  20.35		 14.73   	 111.90		 22.46   	 442.52		
 30.21   	 17.40   	 26.14   	  40.69		 15.18   	  81.38		 24.23   	 462.87		
 29.91   	 23.80   	 26.31   	  71.21		 15.50   	  76.30		 26.08   	 467.95		
 30.52   	 31.43   	 26.59   	  96.64		 15.81   	  76.30		 27.96   	 473.04		
 32.04   	 38.15   	 26.98   	 132.25		 16.11   	  76.30		 29.85   	 467.95		
 34.18   	 43.95   	 27.51   	 223.80		 16.42   	 116.99		 31.72   	 508.65		
 39.67   	 53.41   	 28.40   	 254.32		 16.89   	 132.25		 33.75   	 483.21		
 41.81   	 57.07   	 29.42   	 284.84		 17.42   	 147.51		 35.69   	 452.69		
 43.95   	 59.81   	 30.56   	 310.27		 18.01   	 157.68		 37.50   	 422.18		
 46.08   	 61.95   	 31.80   	 340.79		 18.64   	 178.03		 39.19   	 381.48		
 48.83   	 64.09   	 33.16   	 371.31		 19.35   	 188.20		 40.71   	 340.79		
 52.80   	 66.83   	 34.65   	 386.57		 20.10   	 198.37		 42.08   	 300.10		
 56.76   	 71.41   	 36.20   	 401.83		 20.90   	 198.37		 43.28   	 259.41		
 60.12   	 76.60   	 37.80   	 417.09		 21.69   	 193.29		 44.31   	 213.63		
 62.26   	 81.18   	 39.47   	 417.09		 22.46   	 188.20		 45.17   	 172.94		
 63.48   	 83.62   	 41.14   	 422.18		 23.21   	 183.11		 45.86   	 132.25		
 65.61   	 84.84   	 42.83   	 406.92		 23.95   	 167.85		 46.39   	  86.47		
 69.27   	 86.36   	 44.46   	 396.74		 24.62   	 157.68		 46.73   	  50.86		
 74.77   	 90.03   	 46.04   	 371.31		 25.25   	 142.42		 46.94   	  15.26		
 80.87   	 96.74   	 47.53   	 340.79		 25.82   	 122.07		 47.00(S)	 -20.35		
 86.36   	105.90   	 48.89   	 310.27		 26.31   	 116.99		 46.92   	 -55.95		
 91.55   	115.97   	 50.13   	 274.67		 26.78   	 101.73		 46.69   	 -81.38		
 97.35   	126.04   	 51.23   	 228.89		 27.18   	  96.64		 46.37   	-106.82		
104.37   	136.11   	 52.15   	 188.20		 27.57   	  81.38		 45.94   	-127.16		
112.61   	147.09   	 52.90   	 142.42		 27.89   	  76.30		 45.43   	-147.51		
122.68   	159.91   	 53.47   	  96.64		 28.20   	  76.30		 44.84   	-162.77		
133.97   	175.17   	 53.86   	  55.95		 28.50   	  66.12		 44.19   	-172.94		
145.87   	191.35   	 54.08   	  15.26		 28.77   	  61.04		 43.50   	-188.20		
158.08   	206.60   	 54.14(S)	 -20.35		 29.01   	  45.78		 42.75   	-188.20		
169.07   	217.59   	 54.06   	 -50.86		 29.20   	  45.78		 41.99   	-198.37		
177.31   	221.86   	 53.86   	-106.82		 29.38   	  20.35		 41.20   	-218.72		
179.14   	207.52   	 53.43   	-132.25		 29.46   	  15.26		 40.33   	-218.72		
171.51   	191.04   	 52.90   	-142.42		 29.52   	   5.09		 39.45   	-218.72		
158.39   	169.68   	 52.33   	-152.59		 29.54(S)	 -10.17		 38.58   	-208.54		
140.69   	144.96   	 51.72   	-157.68		 29.50   	 -25.43		 37.74   	-203.46		
120.85   	119.32   	 51.09   	-162.77		 29.40   	 -40.69		 36.93   	-203.46		
101.62   	 95.21   	 50.44   	-167.85		 29.24   	 -50.86		 36.11   	-198.37		
 84.53   	 74.46   	 49.77   	-162.77		 29.03   	 -66.12		 35.32   	-203.46		
 71.11   	 57.98   	 49.11   	-167.85		 28.77   	 -81.38		 34.51   	-203.46		
 61.04   	 44.25   	 48.44   	-167.85		 28.44   	-106.82		 33.69   	-208.54		
 53.10   	 32.04   	 47.77   	-167.85		 28.02   	-116.99		 32.86   	-213.63		
 46.39   	 21.36   	 47.10   	-167.85		 27.55   	-132.25		 32.00   	-228.89		
 40.28   	 12.51   	 46.43   	-172.94		 27.02   	-147.51		 31.09   	-233.98		
 35.71   	  7.32   	 45.74   	-183.11		 26.43   	-167.85		 30.15   	-254.32		
 32.35   	  4.88   	 45.00   	-188.20		 25.76   	-183.11		 29.14   	-264.50		
 31.43   	  5.19   	 44.25   	-198.37		 25.03   	-193.29		 28.08   	-279.75		
 32.35   	  9.16   	 43.46   	-203.46		 24.25   	-198.37		 26.96   	-295.01		
 34.18   	 17.70   	 42.64   	-208.54		 23.46   	-203.46		 25.78   	-310.27		
 35.71   	 32.96   	 41.81   	-208.54		 22.64   	-193.29		 24.54   	-330.62		
 36.62   	 55.54   	 40.98   	-208.54		 21.87   	-162.77		 23.21   	-350.97		
 38.15   	 84.84   	 40.14   	-203.46		 21.22   	-137.33		 21.81   	-361.14		
 44.25   	120.54   	 39.33   	-198.37		 20.67   	-132.25		 20.37   	-376.40		
 57.98   	162.35   	 38.53   	-183.11		 20.14   	-127.16		 18.86   	-371.31		
 79.04   	207.82   	 37.80   	-178.03		 19.63   	-101.73		 17.38   	-376.40		
102.84   	250.55   	 37.09   	-167.85		 19.23   	 -66.12		 15.87   	-366.22		
122.07   	281.37   	 36.42   	-157.68		 18.96   	 -55.95		 14.40   	-401.83		
121.15   	261.54   	 35.79   	-142.42		 18.74   	 -50.86		 12.80   	-376.40		
 96.44   	198.67   	 35.22   	-127.16		 18.54   	 -50.86		 11.29   	-356.05		
 61.65   	109.86   	 34.71   	-116.99		 18.33   	 -61.04		  9.87   	-330.62		
 25.94   	 16.17   	 34.24   	-101.73		 18.09   	 -76.30		  8.55   	-300.10		
  0.00   	-57.07   	 33.84   	 -91.56		 17.78   	 -81.38		  7.34   	-269.58		
-10.38   	-93.38   	 33.47   	 -81.38		 17.46   	 -91.56		  6.27   	-239.06		
 -8.85   	-95.21   	 33.14   	 -71.21		 17.09   	-106.82		  5.31   	-213.63		
 -3.36   	-81.48   	 32.86   	 -66.12		 16.66   	-111.90		  4.46   	-178.03		
 -1.83   	-72.33   	 32.59   	 -61.04		 16.22   	-116.99		  3.74   	-152.59		
 -5.80   	-77.21   	 32.35   	 -55.95		 15.75   	-111.90		  3.13   	-116.99		
-11.90   	-90.94   	 32.13   	 -55.95		 15.30   	-111.90		  2.67   	 -91.56		
-16.17   	-103.45   	 31.90   	 -50.86		 14.85   	-101.73		  2.30   	 -61.04		
-15.26   	-112.61   	 31.70   	 -55.95		 14.45   	 -91.56		  2.05   	 -35.61		
 -4.58   	-128.78   	 31.47   	 -50.86		 14.08   	 -81.38		  1.91   	  -5.09		
 27.77   	-161.44   	 31.27   	 -50.86		 13.75   	 -66.12		  1.89(D)	  10.17		
 86.36   	-185.55   	 31.07   	 -55.95		 13.49   	 -50.86		  1.93   	  35.61		
139.47   	-146.48   	 30.84   	 -50.86		 13.29   	 -45.78		  2.08   	  50.86		
113.53   	-27.16   	 30.64   	 -55.95		 13.10   	 -40.69		  2.28   	  71.21		
-66.22   	101.62   	 30.42   	 -50.86		 12.94   	 -30.52		  2.56   	  81.38		
-417.79   	 99.79   	 30.21   	 -55.95		 12.82   	 -35.61		  2.89   	  96.64		
-857.54   	-153.20   	 29.99   	 -55.95		 12.68   	 -30.52		  3.28   	 106.82		
-1220.70   	-628.05   	 29.77   	 -55.95		 12.55   	 -30.52		  3.70   	 111.90		
-1345.21   	-1100.16   	 29.54   	 -55.95		 12.43   	 -30.52		  4.15   	 111.90		
-1167.91   	-1291.50(R)	 29.32   	 -50.86		 12.31   	 -35.61		  4.60(E)	 122.07		
-766.30   	-1083.07   	 29.11   	 -55.95		 12.17   	 -35.61		  5.09   	 132.25		
 30.21   	-108.34   	 28.89   	 -45.78		 12.02   	 -35.61		  5.62   	 132.25		
164.49   	146.48   	 28.71   	 -50.86		 11.88   	 -35.61		  6.14   	 127.16		
 11.60   	-38.15   	 28.50   	 -45.78		 11.74   	 -40.69		  6.65   	 127.16		
-62.56   	-164.49   	 28.32   	 -40.69		 11.58   	 -40.69		  7.16   	 116.99		
-61.95   	-176.39   	 28.16   	 -40.69		 11.41   	 -35.61		  7.63   	 111.90		
-14.95   	-107.73   	 28.00   	 -35.61		 11.27   	 -25.43		  8.08   	 106.82		
 27.47   	-37.23   	 27.85   	 -35.61		 11.17(D)	   5.09		  8.50   	 106.82		
 35.71   	-13.73   	 27.71   	 -35.61		 11.19   	  55.95		  8.93   	 101.73		
 18.31   	-32.35   	 27.57   	 -30.52		 11.41   	  66.12		  9.34   	 111.90		
  0.00   	-58.29   	 27.45   	 -35.61		 11.68   	  30.52		  9.79   	 127.16		
 -3.97   	-65.92   	 27.30   	 -35.61		 11.80   	 -10.17		 10.29   	 142.42		
  2.75   	-54.02   	 27.16   	 -30.52		 11.76   	  -5.09		 10.86   	 167.85		
  9.77   	-36.62   	 27.04   	 -35.61		 11.74   	  25.43		 11.54   	 188.20		
 11.90   	-25.33   	 26.90   	 -30.52		 11.84   	  25.43		 12.29   	 213.63		
 10.99   	-22.28   	 26.78   	 -35.61		 11.94   	  35.61		 13.14   	 249.24		
 10.07   	-22.89   	 26.63   	 -30.52		 12.09   	  55.95		 14.14   	 279.75		
 11.29   	-22.28   	 26.51   	 -30.52		 12.31   	  86.47		 15.26   	 310.27		
 13.73   	-17.70   	 26.39   	 -30.52		 12.66   	 111.90		 16.50   	 340.79		
 16.48   	-10.07   	 26.27   	 -25.43		 13.10   	 142.42		 17.86   	 376.40		
 17.09   	 -2.14   	 26.16   	 -10.17		 13.67   	 152.59		 19.37   	 396.74		
 16.17   	  3.97   	 26.12(D)	   0.00		 14.28   	 132.25		 20.96   	 422.18		
 15.56   	  8.54   	 26.12   	  15.26		 14.81   	  96.64		 22.64   	 442.52		
 16.78   	 13.12   	 26.19   	  40.69		 15.20   	  81.38		 24.41   	 457.78		
 20.14   	 18.01   	 26.35   	  66.12		 15.52   	  71.21		 26.25   	 467.95		
 24.11   	 23.50   	 26.61   	  96.64		 15.81   	  71.21		 28.12   	 467.95		
 27.47   	 29.30   	 27.00   	 132.25		 16.09   	  71.21		 29.99   	 467.95		
 29.60   	 35.40   	 27.53   	 223.80		 16.38   	 106.82		 31.86   	 508.65		
 34.79   	 47.91   	 28.42   	 254.32		 16.81   	 127.16		 33.90   	 483.21		
 38.45   	 52.80   	 29.44   	 284.84		 17.31   	 147.51		 35.83   	 452.69		
 42.42   	 55.54   	 30.58   	 315.36		 17.90   	 167.85		 37.64   	 422.18		
 46.08   	 57.07   	 31.84   	 345.88		 18.58   	 178.03		 39.33   	 381.48		
 48.83   	 58.29   	 33.22   	 366.22		 19.29   	 188.20		 40.85   	 345.88		
 50.96   	 60.12   	 34.69   	 386.57		 20.04   	 193.29		 42.24   	 300.10		
 53.10   	 62.87   	 36.24   	 406.92		 20.81   	 198.37		 43.44   	 259.41		
 55.85   	 65.31   	 37.86   	 417.09		 21.61   	 198.37		 44.48   	 218.72		
 58.59   	 67.44   	 39.53   	 422.18		 22.40   	 188.20		 45.35   	 172.94		
 61.04   	 69.89   	 41.22   	 422.18		 23.15   	 178.03		 46.04   	 132.25		
 63.48   	 73.24   	 42.91   	 412.00		 23.87   	 172.94		 46.57   	  91.56		
 65.92   	 77.82   	 44.56   	 396.74		 24.56   	 157.68		 46.94   	  50.86		
 68.97   	 83.01   	 46.14   	 376.40		 25.19   	 142.42		 47.14   	  15.26		
 72.94   	 89.11   	 47.65   	 350.97		 25.76   	 137.33		 47.20(S)	 -15.26		
 78.13   	 95.52   	 49.05   	 315.36		 26.31   	 122.07		 47.14   	 -45.78		
 84.53   	102.54   	 50.32   	 274.67		 26.80   	 116.99		 46.96   	 -76.30		
 91.55   	109.86   	 51.41   	 239.06		 27.26   	 101.73		 46.65   	-101.73		
 99.18   	117.80   	 52.37   	 193.29		 27.67   	  96.64		 46.25   	-116.99		
107.73   	128.17   	 53.14   	 147.51		 28.06   	  86.47		 45.78   	-142.42		
117.19   	141.91   	 53.73   	 101.73		 28.40   	  81.38		 45.21   	-157.68		
126.95   	159.00   	 54.14   	  61.04		 28.73   	  71.21		 44.58   	-167.85		
137.02   	177.61   	 54.38   	  20.35		 29.01   	  66.12		 43.91   	-178.03		
146.79   	195.01   	 54.47(S)	 -20.35		 29.28   	  55.95		 43.19   	-188.20		
156.86   	208.13   	 54.38   	 -50.86		 29.50   	  40.69		 42.44   	-188.20		
166.93   	215.45   	 54.18   	-111.90		 29.66   	  30.52		 41.69   	-218.72		
178.53   	208.13   	 53.73   	-127.16		 29.79   	  10.17		 40.81   	-213.63		
173.34   	193.79   	 53.22   	-137.33		 29.83   	   5.09		 39.96   	-208.54		
159.61   	173.34   	 52.68   	-152.59		 29.85(S)	 -10.17		 39.12   	-208.54		
139.47   	149.84   	 52.06   	-157.68		 29.81   	 -20.35		 38.29   	-198.37		
117.49   	124.51   	 51.43   	-157.68		 29.73   	 -30.52		 37.50   	-198.37		
 97.35   	 99.49   	 50.80   	-162.77		 29.60   	 -45.78		 36.70   	-198.37		
 80.87   	 75.68   	 50.15   	-162.77		 29.42   	 -71.21		 35.91   	-193.29		
 67.75   	 54.93   	 49.50   	-157.68		 29.14   	 -86.47		 35.14   	-198.37		
 56.76   	 38.76   	 48.87   	-162.77		 28.79   	 -96.64		 34.34   	-203.46		
 47.30   	 27.16   	 48.22   	-167.85		 28.40   	-116.99		 33.53   	-208.54		
 38.76   	 18.92   	 47.55   	-162.77		 27.93   	-127.16		 32.70   	-223.80		
 32.35   	 13.12   	 46.90   	-172.94		 27.43   	-147.51		 31.80   	-233.98		
 28.38   	  9.46   	 46.21   	-178.03		 26.84   	-162.77		 30.86   	-244.15		
 26.86   	  8.24   	 45.49   	-188.20		 26.19   	-178.03		 29.89   	-259.41		
 26.86   	  9.77   	 44.74   	-198.37		 25.47   	-188.20		 28.85   	-279.75		
 28.08   	 14.95   	 43.95   	-198.37		 24.72   	-193.29		 27.73   	-295.01		
 29.91   	 25.63   	 43.15   	-208.54		 23.95   	-203.46		 26.55   	-310.27		
 31.74   	 42.42   	 42.32   	-213.63		 23.13   	-188.20		 25.31   	-325.53		
 33.87   	 65.61   	 41.46   	-208.54		 22.38   	-167.85		 24.01   	-350.97		
 36.62   	 93.69   	 40.63   	-208.54		 21.71   	-147.51		 22.60   	-366.22		
 42.11   	124.82   	 39.80   	-198.37		 21.12   	-147.51		 21.14   	-376.40		
 52.49   	160.22   	 39.00   	-193.29		 20.53   	-132.25		 19.63   	-376.40		
 69.27   	199.89   	 38.23   	-183.11		 20.00   	 -96.64		 18.13   	-386.57		
 89.72   	241.39   	 37.50   	-172.94		 19.61   	 -66.12		 16.58   	-376.40		
108.95   	275.88   	 36.81   	-167.85		 19.35   	 -66.12		 15.08   	-412.00		
114.14   	268.25   	 36.13   	-152.59		 19.08   	 -50.86		 13.43   	-391.66		
 91.86   	208.13   	 35.52   	-137.33		 18.88   	 -55.95		 11.86   	-366.22		
 57.07   	119.63   	 34.97   	-122.07		 18.66   	 -66.12		 10.40   	-345.88		
 19.23   	 24.41   	 34.49   	-106.82		 18.39   	 -81.38		  9.01   	-315.36		
-10.38   	-51.88   	 34.06   	 -96.64		 18.07   	 -86.47		  7.75   	-284.84		
-24.41   	-93.69   	 33.67   	 -86.47		 17.72   	 -96.64		  6.61   	-254.32		
-24.41   	-101.93   	 33.33   	 -71.21		 17.33   	-106.82		  5.60   	-223.80		
-18.01   	-91.55   	 33.04   	 -71.21		 16.91   	-111.90		  4.70   	-193.29		
-12.51   	-80.87   	 32.76   	 -61.04		 16.46   	-116.99		  3.93   	-162.77		
-11.29   	-79.65   	 32.51   	 -55.95		 15.99   	-111.90		  3.28   	-132.25		
-13.12   	-87.89   	 32.29   	 -55.95		 15.54   	-111.90		  2.75   	 -96.64		
-14.95   	-98.57   	 32.06   	 -55.95		 15.10   	-101.73		  2.36   	 -71.21		
-14.65   	-108.34   	 31.84   	 -50.86		 14.69   	 -96.64		  2.08   	 -45.78		
 -7.63   	-122.07   	 31.64   	 -50.86		 14.30   	 -81.38		  1.89   	 -15.26		
 17.09   	-149.23   	 31.43   	 -55.95		 13.98   	 -71.21		  1.83(D)	   5.09		
 69.27   	-176.09   	 31.21   	 -50.86		 13.69   	 -61.04		  1.85   	  25.43		
129.09   	-152.89   	 31.01   	 -55.95		 13.45   	 -45.78		  1.95   	  50.86		
131.84   	-48.52   	 30.78   	 -55.95		 13.27   	 -40.69		  2.16   	  66.12		
 -2.75   	 89.42   	 30.56   	 -55.95		 13.10   	 -35.61		  2.42   	  81.38		
-313.42   	135.19   	 30.34   	 -55.95		 12.96   	 -30.52		  2.75   	  96.64		
-744.93   	-48.52   	 30.11   	 -55.95		 12.84   	 -30.52		  3.13   	 106.82		
-1148.68   	-481.57   	 29.89   	 -55.95		 12.72   	 -35.61		  3.56   	 111.90		
-1350.40   	-984.50   	 29.66   	 -55.95		 12.57   	 -30.52		  4.01   	 116.99		
-1251.83   	-1271.67(R)	 29.44   	 -50.86		 12.45   	 -30.52		  4.48(E)	 122.07		
-893.55   	-1166.08   	 29.24   	 -50.86		 12.33   	 -30.52		  4.96   	 142.42		
-41.20   	-213.01   	 29.03   	 -50.86		 12.21   	 -30.52		  5.53   	 132.25		
152.89   	117.49   	 28.83   	 -50.86		 12.09   	 -35.61		  6.06   	 142.42		
 45.78   	 20.75   	 28.63   	 -45.78		 11.94   	 -30.52		  6.63   	 132.25		
-46.08   	-123.90   	 28.44   	 -40.69		 11.82   	 -35.61		  7.16   	 127.16		
-65.61   	-164.18   	 28.28   	 -40.69		 11.68   	 -30.52		  7.67   	 116.99		
-26.55   	-109.56   	 28.12   	 -35.61		 11.56   	 -20.35		  8.14   	 116.99		
 21.06   	-35.40   	 27.98   	 -35.61		 11.48(D)	   0.00		  8.61   	 111.90		
 39.06   	 -1.22   	 27.83   	 -30.52		 11.48   	  40.69		  9.05   	 111.90		
 25.94   	-14.34   	 27.71   	 -35.61		 11.64   	  81.38		  9.50   	 116.99		
  5.80   	-42.72   	 27.57   	 -30.52		 11.96   	  66.12		  9.97   	 127.16		
 -1.83   	-56.15   	 27.45   	 -30.52		 12.23   	  30.52		 10.48   	 147.51		
  3.97   	-48.22   	 27.32   	 -30.52		 12.35   	  15.26		 11.07   	 167.85		
 13.12   	-31.13   	 27.20   	 -25.43		 12.41   	  40.69		 11.74   	 188.20		
 17.40   	-18.01   	 27.10   	 -30.52		 12.57   	  45.78		 12.49   	 218.72		
 16.48   	-13.73   	 26.98   	 -30.52		 12.76   	  45.78		 13.37   	 249.24		
 13.73   	-13.73   	 26.86   	 -30.52		 12.94   	  61.04		 14.36   	 279.75		
 12.51   	-13.12   	 26.73   	 -25.43		 13.18   	  81.38		 15.48   	 310.27		
 13.73   	 -8.24   	 26.63   	 -25.43		 13.51   	 106.82		 16.72   	 340.79		
 17.09   	 -0.61   	 26.53   	 -20.35		 13.94   	 132.25		 18.09   	 376.40		
 20.45   	  6.71   	 26.45   	 -15.26		 14.47   	 142.42		 19.59   	 401.83		
 21.67   	 10.99   	 26.39   	   5.09		 15.04   	 142.42		 21.20   	 427.26		
 21.06   	 13.12   	 26.41   	  20.35		 15.61   	 122.07		 22.91   	 442.52		
 19.84   	 15.56   	 26.49   	  40.69		 16.09   	 106.82		 24.68   	 467.95		
 19.53   	 20.45   	 26.65   	  N/A		 16.52   	  N/A		 26.55   	  N/A		
