SAMPLE NUMBER:   5
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  II     	  III     	  DAO     	  DAO'		  RV     	  RV'		
-89.11   	 -2.44   	100.37   	-620.55		 51.07   	-508.65		
-89.72   	  0.31   	 97.88   	-645.98		 49.03   	-503.56		
-90.03   	  2.75   	 95.30   	-615.46		 47.02   	-493.39		
-90.33   	  4.58   	 92.84   	-534.08		 45.05   	-478.13		
-90.03   	  6.10   	 90.70   	-432.35		 43.13   	-478.13		
-87.89   	  8.85   	 88.97   	-340.79		 41.22   	-478.13		
-83.62   	 12.82   	 87.61   	-259.41		 39.31   	-462.87		
-77.51   	 18.01   	 86.57   	-172.94		 37.46   	-462.87		
-72.63   	 21.97   	 85.88   	-116.99		 35.61   	-457.78		
-74.16   	 18.92   	 85.41   	-101.73		 33.77   	-452.69		
-84.53   	  7.02   	 85.00   	-132.25		 31.96   	-467.95		
-99.49   	 -8.54   	 84.48   	-193.29		 30.09   	-493.39		
-110.17   	-18.62   	 83.70   	-274.67		 28.12   	-534.08		
-108.64   	-15.56   	 82.60   	-391.66		 25.98   	-610.37		
-93.99   	  0.61   	 81.04   	-503.56		 23.54   	-676.50		
-73.55   	 20.45   	 79.02   	-564.60		 20.83   	-696.84		
-57.37   	 32.96   	 76.76   	-590.03		 18.05   	-707.02		
-49.44   	 34.79   	 74.40   	-981.68		 15.22   	-1419.12		
-28.38   	 35.10   	 70.48   	-254.32		  9.54   	-691.76		
  4.88   	 51.57   	 69.46   	 -71.21		  6.78   	-666.32		
 55.85   	 79.65   	 69.18   	  86.47		  4.11   	-518.82		
114.44   	110.47   	 69.52   	 188.20		  2.03   	-340.79		
168.46   	135.80   	 70.27   	 218.72		  0.67   	-203.46		
210.27   	154.42   	 71.15   	 183.11		 -0.14   	-101.73		
240.17   	171.20   	 71.88   	 106.82		 -0.55   	   0.00		
258.48   	186.77   	 72.31   	   5.09		 -0.55   	 106.82		
260.62   	192.87   	 72.33   	-116.99		 -0.12   	 183.11		
238.65   	176.70   	 71.86   	-213.63		  0.61   	 233.98		
187.07   	131.23   	 71.01   	-289.93		  1.55   	 295.01		
108.95   	 64.09   	 69.85   	-335.71		  2.73   	 366.22		
 19.53   	 -3.97   	 68.50   	-335.71		  4.19   	 391.66		
-60.12   	-52.49   	 67.16   	-289.93		  5.76   	 386.57		
-114.44   	-73.24   	 66.00   	-208.54		  7.30   	 350.97		
-139.16   	-73.24   	 65.17   	-122.07		  8.71   	 305.19		
-140.08   	-64.70   	 64.68   	 -50.86		  9.93   	 244.15		
-131.84   	-59.81   	 64.48   	  15.26		 10.91   	 152.59		
-128.48   	-63.48   	 64.54   	  66.12		 11.52   	  61.04		
-136.41   	-74.16   	 64.80   	  76.30		 11.76   	 -10.17		
-150.76   	-84.84   	 65.11   	  55.95		 11.72   	 -66.12		
-160.52   	-89.42   	 65.33   	  -5.09		 11.45   	-106.82		
-151.06   	-86.36   	 65.31   	 -76.30		 11.03   	-116.99		
-108.64   	-89.11   	 65.00   	-152.59		 10.56   	-142.42		
-12.21   	-117.19   	 64.39   	-193.29		  9.99   	-183.11		
162.35   	-179.75   	 63.62   	-213.63		  9.26   	-193.29		
390.63   	-263.37   	 62.77   	-208.54		  8.48   	-162.77		
564.88   	-324.10   	 61.93   	-350.97		  7.83   	-228.89		
282.59   	-161.74   	 60.53   	-142.42		  6.92   	 -61.04		
-191.96   	 39.67   	 59.96   	-101.73		  6.67   	 -10.17		
-675.05   	199.89   	 59.55   	 -55.95		  6.63   	  50.86		
-938.42(R)	226.75   	 59.33   	 -15.26		  6.84   	  71.21		
-891.11   	101.62   	 59.27   	 -10.17		  7.12   	  91.56		
-616.15   	-92.16   	 59.23   	 -35.61		  7.49   	 132.25		
-288.39   	-231.63   	 59.08   	 -45.78		  8.02   	 172.94		
-68.97   	-250.55   	 58.90   	 -55.95		  8.71   	 208.54		
-17.70   	-179.75   	 58.68   	 -76.30		  9.54   	 254.32		
-76.90   	-97.35   	 58.37   	-101.73		 10.56   	 284.84		
-143.13   	-60.12   	 57.97   	-122.07		 11.70   	 315.36		
-155.03   	-71.41   	 57.48   	-127.16		 12.96   	 376.40		
-117.49   	-100.40   	 56.97   	-127.16		 14.47   	 457.78		
-68.97   	-114.75   	 56.46   	-137.33		 16.30   	 518.82		
-43.33   	-108.64   	 55.91   	-122.07		 18.37   	 559.51		
-44.25   	-91.55   	 55.42   	 -96.64		 20.61   	 590.03		
-52.49   	-75.38   	 55.04   	 -91.56		 22.97   	 620.55		
-49.44   	-65.00   	 54.67   	-111.90		 25.45   	 640.89		
-31.43   	-59.81   	 54.22   	 -96.64		 28.02   	 640.89		
 -7.93   	-56.15   	 53.83   	 -91.56		 30.58   	 610.37		
  9.77   	-53.10   	 53.47   	 -96.64		 33.02   	 554.42		
 18.92   	-48.83   	 53.08   	-101.73		 35.24   	 488.30		
 21.36   	-44.25   	 52.68   	 -71.21		 37.19   	 412.00		
 20.75   	-42.11   	 52.39   	 -45.78		 38.84   	 320.45		
 24.41   	-39.67   	 52.21   	-111.90		 40.12   	 345.88		
 65.31   	-16.48   	 51.76   	 -71.21		 41.51   	  35.61		
 97.35   	  3.97   	 51.47   	 -76.30		 41.65   	 -45.78		
128.78   	 25.02   	 51.17   	 -40.69		 41.46   	-122.07		
155.64   	 42.72   	 51.01   	  30.52		 40.98   	-147.51		
174.56   	 51.88   	 51.13   	 122.07		 40.39   	-172.94		
184.02   	 51.57   	 51.62   	 315.36		 39.69   	-203.46		
187.99   	 47.00   	 52.88   	 595.11		 38.88   	-223.80		
193.79   	 48.52   	 55.26   	 925.73		 37.99   	-239.06		
209.96   	 65.00   	 58.96   	1230.92		 37.03   	-223.80		
237.73   	 96.13   	 63.89   	1439.47		 36.13   	-178.03		
267.33   	130.00   	 69.64   	1531.02		 35.42   	-116.99		
283.20   	149.23   	 75.77   	1469.98		 34.95   	 -86.47		
278.02   	147.71   	 81.65   	1271.61		 34.61   	 -76.30		
258.18   	133.97   	 86.73   	1032.55		 34.30   	 -61.04		
238.65   	124.82   	 90.86   	 798.57		 34.06   	 -20.35		
232.54   	131.84   	 94.06   	 564.60		 33.98   	  -5.09		
238.34   	149.84   	 96.32   	 340.79		 33.96   	  -5.09		
240.48   	160.52   	 97.68   	 106.82		 33.94   	  10.17		
222.47   	149.23   	 98.11   	-137.33		 33.98   	  15.26		
181.27   	114.75   	 97.56   	-350.97		 34.04   	  15.26		
126.95   	 68.97   	 96.15   	-473.04		 34.10   	  20.35		
 78.74   	 30.52   	 94.26   	-488.30		 34.18   	  35.61		
 47.00   	  7.32   	 92.31   	-417.09		 34.32   	  35.61		
 28.38   	 -4.27   	 90.64   	-315.36		 34.47   	  25.43		
 13.12   	-12.21   	 89.38   	-350.97		 34.57   	  -5.09		
-27.47   	-36.62   	 87.98   	-111.90		 34.55   	 -50.86		
-45.17   	-48.83   	 87.53   	-122.07		 34.34   	 -71.21		
-56.76   	-58.29   	 87.04   	-142.42		 34.06   	-101.73		
-63.48   	-64.70   	 86.47   	-162.77		 33.65   	-142.42		
-70.50   	-70.19   	 85.82   	-213.63		 33.08   	-157.68		
-81.48   	-76.90   	 84.96   	-269.58		 32.45   	-188.20		
-93.08   	-82.09   	 83.89   	-320.45		 31.70   	-218.72		
-100.10   	-83.62   	 82.60   	-335.71		 30.82   	-254.32		
-99.18   	-81.18   	 81.26   	-325.53		 29.81   	-279.75		
-92.77   	-75.99   	 79.96   	-295.01		 28.69   	-259.41		
-88.81   	-74.16   	 78.78   	-254.32		 27.65   	-228.89		
-96.13   	-81.79   	 77.76   	-208.54		 26.73   	-193.29		
-114.44   	-97.05   	 76.93   	-147.51		 25.96   	-172.94		
-133.36   	-111.69   	 76.34   	 -91.56		 25.27   	-183.11		
-142.21   	-117.19   	 75.97   	 -45.78		 24.54   	-218.72		
-136.72   	-110.78   	 75.79   	 -25.43		 23.66   	-259.41		
-125.12   	-101.01   	 75.69   	 -30.52		 22.62   	-279.75		
-121.15   	-100.40   	 75.56   	 -55.95		 21.51   	-335.71		
-130.62   	-114.44   	 75.34   	-111.90		 20.16   	-371.31		
-144.96   	-132.75   	 74.89   	-208.54		 18.68   	-417.09		
-147.09   	-138.24   	 74.06   	-289.93		 17.01   	-488.30		
-125.12   	-120.24   	 72.90   	-350.97		 15.06   	-544.25		
-82.70   	-86.06   	 71.50   	-422.18		 12.88   	-579.86		
-35.40   	-54.02   	 69.81   	-498.47		 10.56   	-620.55		
  3.05   	-37.54   	 67.81   	-544.25		  8.08   	-640.89		
 30.82   	-33.57   	 65.64   	-498.47		  5.51   	-681.58		
 57.98   	-27.16   	 63.64   	-417.09		  2.79   	-778.23		
 95.83   	 -4.58   	 61.97   	-320.45		 -0.33   	-768.05		
143.43   	 33.57   	 60.69   	-152.59		 -3.40   	-625.63		
187.38   	 72.94   	 60.08   	  30.52		 -5.90   	-452.69		
211.79   	 98.88   	 60.20   	 167.85		 -7.71   	-320.45		
208.74   	103.76   	 60.87   	 233.98		 -8.99   	-218.72		
181.58   	 88.50   	 61.81   	 213.63		 -9.87   	-106.82		
137.63   	 56.76   	 62.67   	 137.33		-10.29   	  20.35		
 82.70   	 13.43   	 63.21   	  55.95		-10.21   	 147.51		
 21.06   	-33.87   	 63.44   	 -55.95		 -9.62   	 274.67		
-42.42   	-75.38   	 63.21   	-172.94		 -8.52   	 350.97		
-99.49   	-103.45   	 62.52   	-239.06		 -7.12   	 417.09		
-139.47   	-114.75   	 61.57   	-239.06		 -5.45   	 498.47		
-155.94   	-112.30   	 60.61   	-244.15		 -3.46   	 595.11		
-152.89   	-103.76   	 59.63   	-228.89		 -1.08   	 620.55		
-140.99   	-96.13   	 58.72   	-167.85		  1.40   	 579.86		
-133.67   	-95.52   	 58.05   	 -96.64		  3.72   	 488.30		
-139.47   	-104.37   	 57.66   	 -45.78		  5.68   	 335.71		
-157.47   	-122.99   	 57.48   	  10.17		  7.02   	 249.24		
-173.65   	-147.71   	 57.52   	  81.38		  8.02   	 279.75		
-166.02   	-184.02   	 57.84   	 152.59		  9.14   	 310.27		
-100.10   	-238.34   	 58.45   	 147.51		 10.38   	 279.75		
 65.00   	-303.34   	 59.04   	  91.56		 11.50   	 218.72		
317.99   	-360.72   	 59.41   	  45.78		 12.37   	 142.42		
546.26   	-382.39   	 59.59   	 -35.61		 12.94   	 152.59		
364.07   	-196.84   	 59.45   	 -91.56		 13.55   	  76.30		
-116.58   	-27.47   	 59.08   	-132.25		 13.86   	 111.90		
-651.86   	 96.13   	 58.56   	-162.77		 14.30   	  66.12		
-986.63   	109.56   	 57.90   	-178.03		 14.57   	 -10.17		
-991.82(R)	  2.75   	 57.19   	-178.03		 14.53   	 -10.17		
-728.15   	-156.86   	 56.48   	-137.33		 14.49   	 -15.26		
-369.87   	-264.28   	 55.93   	 -86.47		 14.43   	 -40.69		
-95.83   	-262.76   	 55.58   	 -66.12		 14.26   	 -61.04		
  3.36   	-184.02   	 55.32   	 -76.30		 14.02   	 -71.21		
-39.67   	-104.98   	 55.02   	 -71.21		 13.73   	 -76.30		
-123.90   	-79.04   	 54.73   	 -45.78		 13.43   	 -30.52		
-166.93   	-102.84   	 54.55   	 -40.69		 13.31   	  71.21		
-146.79   	-135.19   	 54.38   	 -20.35		 13.59   	 208.54		
-89.42   	-138.85   	 54.30   	   5.09		 14.43   	 345.88		
-36.32   	-111.08   	 54.32   	  -5.09		 15.81   	 437.43		
-13.73   	-77.21   	 54.30   	 -81.38		 17.56   	 513.73		
-18.92   	-59.81   	 53.98   	-172.94		 19.61   	 645.98		
-29.91   	-61.04   	 53.29   	-178.03		 22.20   	 757.88		
-30.52   	-69.58   	 52.57   	 -81.38		 25.23   	 813.83		
-22.89   	-77.21   	 52.25   	   0.00		 28.48   	 885.04		
-14.95   	-80.87   	 52.25   	  15.26		 32.02   	 920.65		
-10.68   	-82.09   	 52.31   	 -10.17		 35.71   	 895.22		
 -7.63   	-82.09   	 52.27   	 -25.43		 39.29   	 854.52		
  0.31   	-77.21   	 52.17   	  20.35		 42.71   	 793.49		
 17.40   	-63.48   	 52.25   	 188.20		 45.88   	1266.53		
 61.34   	-24.72   	 53.00   	 142.42		 50.95   	 462.87		
 71.41   	-19.84   	 53.57   	 152.59		 52.80   	 305.19		
 75.38   	-24.41   	 54.18   	 137.33		 54.02   	 167.85		
 85.75   	-24.11   	 54.73   	 137.33		 54.69   	  61.04		
110.78   	 -8.24   	 55.28   	 239.06		 54.93   	 -40.69		
146.18   	 20.14   	 56.24   	 437.43		 54.77   	-106.82		
177.92   	 45.78   	 57.99   	 707.02		 54.34   	-142.42		
193.79   	 55.24   	 60.81   	1032.55		 53.77   	-162.77		
194.09   	 49.13   	 64.94   	1368.26		 53.12   	-172.94		
188.90   	 40.89   	 70.42   	1622.58		 52.43   	-178.03		
188.90   	 42.72   	 76.91   	1734.48		 51.72   	-167.85		
195.31   	 56.15   	 83.85   	1632.75		 51.05   	-142.42		
200.81   	 70.50   	 90.38   	1388.60		 50.48   	-111.90		
198.36   	 77.51   	 95.93   	1103.76		 50.03   	 -61.04		
187.07   	 75.68   	100.35   	 808.75		 49.79   	 -20.35		
171.51   	 69.89   	103.58   	 508.65		 49.70   	  35.61		
158.39   	 68.05   	105.62   	 172.94		 49.85   	  96.64		
148.93   	 70.50   	106.31   	-137.33		 50.23   	 132.25		
136.41   	 70.19   	105.76   	-386.57		 50.76   	 167.85		
112.30   	 58.29   	104.21   	-523.90		 51.43   	 208.54		
 75.99   	 34.18   	102.12   	-528.99		 52.27   	 223.80		
 35.71   	  5.19   	100.00   	-417.09		 53.16   	 213.63		
  3.66   	-16.78   	 98.33   	-213.63		 54.02   	 198.37		
-13.43   	-25.02   	 97.48   	 -15.26		 54.81   	 178.03		
-18.62   	-22.89   	 97.42   	 289.93		 55.52   	 254.32		
-36.01   	-26.86   	 98.58   	 147.51		 56.54   	  76.30		
-58.59   	-41.50   	 99.17   	  61.04		 56.85   	  40.69		
-84.84   	-58.90   	 99.41   	 -61.04		 57.01   	 -25.43		
-104.37   	-70.50   	 99.17   	-198.37		 56.91   	 -50.86		
-112.00   	-73.24   	 98.37   	-325.53		 56.70   	 -71.21		
-109.86   	-69.89   	 97.07   	-412.00		 56.42   	-111.90		
-104.06   	-64.70   	 95.42   	-467.95		 55.97   	-167.85		
-101.93   	-62.26   	 93.55   	-483.21		 55.30   	-203.46		
-107.12   	-64.09   	 91.62   	-427.26		 54.49   	-228.89		
-117.80   	-69.27   	 89.91   	-325.53		 53.57   	-249.24		
-129.70   	-75.99   	 88.61   	-233.98		 52.57   	-244.15		
-139.47   	-83.31   	 87.67   	-122.07		 51.60   	-239.06		
-144.65   	-89.42   	 87.18   	 -20.35		 50.64   	-239.06		
-143.13   	-90.03   	 87.10   	  45.78		 49.68   	-228.89		
-136.41   	-83.62   	 87.28   	  71.21		 48.77   	-223.80		
-127.26   	-72.33   	 87.57   	  71.21		 47.87   	-233.98		
-119.63   	-61.95   	 87.85   	  30.52		 46.94   	-259.41		
-116.88   	-58.59   	 87.98   	 -35.61		 45.90   	-284.84		
-119.63   	-64.09   	 87.83   	-127.16		 44.76   	-315.36		
-123.60   	-72.63   	 87.32   	-208.54		 43.50   	-371.31		
-126.65   	-79.35   	 86.49   	-269.58		 42.01   	-432.35		
-127.26   	-81.48   	 85.41   	-335.71		 40.28   	-462.87		
-125.43   	-80.57   	 84.07   	-401.83		 38.43   	-539.16		
-119.32   	-78.13   	 82.46   	-447.61		 36.28   	-635.81		
-103.15   	-70.50   	 80.67   	-473.04		 33.73   	-696.84		
-72.33   	-52.49   	 78.78   	-478.13		 30.95   	-717.19		
-25.63   	-22.58   	 76.87   	-422.18		 28.08   	-722.28		
 30.21   	 14.34   	 75.18   	-310.27		 25.19   	-691.76		
 84.84   	 49.44   	 73.94   	-193.29		 22.42   	-645.98		
131.53   	 77.82   	 73.16   	 -71.21		 19.84   	-584.94		
167.85   	 98.88   	 72.88   	  71.21		 17.50   	-518.82		
195.31   	116.88   	 73.16   	 172.94		 15.42   	-462.87		
212.71   	132.45   	 73.86   	 208.54		 13.57   	-401.83		
216.06   	140.69   	 74.69   	 188.20		 11.96   	-371.31		
201.11   	134.89   	 75.44   	 116.99		 10.48   	-366.22		
166.63   	111.69   	 75.91   	  10.17		  9.01   	-269.58		
116.58   	 74.77   	 75.95   	-116.99		  7.93   	-111.90		
 54.32   	 29.91   	 75.48   	-208.54		  7.49   	  25.43		
-14.04   	-14.34   	 74.65   	-264.50		  7.59   	 142.42		
-79.65   	-51.27   	 73.59   	-300.10		  8.16   	 239.06		
-130.92   	-76.90   	 72.39   	-295.01		  9.11   	 305.19		
-156.56   	-86.98   	 71.21   	-264.50		 10.34   	 356.05		
-155.64   	-82.40   	 70.15   	-203.46		 11.76   	 401.83		
-142.21   	-72.63   	 69.34   	-127.16		 13.37   	 427.26		
-135.19   	-68.66   	 68.83   	 -45.78		 15.08   	 432.35		
-144.96   	-75.99   	 68.65   	  35.61		 16.81   	 422.18		
-166.02   	-91.25   	 68.79   	 116.99		 18.49   	 396.74		
-181.27   	-106.81   	 69.26   	 122.07		 20.08   	 356.05		
-167.54   	-121.46   	 69.75   	  71.21		 21.51   	 310.27		
-95.83   	-141.30   	 70.03   	  25.43		 22.75   	 264.50		
 65.92   	-171.20   	 70.13   	  10.17		 23.80   	 208.54		
312.81   	-204.77   	 70.17   	 -30.52		 24.64   	 127.16		
551.15   	-220.64   	 70.05   	-223.80		 25.15   	-122.07		
443.73   	-77.51   	 69.16   	-167.85		 24.66   	-198.37		
-10.68   	 61.65   	 68.48   	-172.94		 23.87   	-223.80		
-558.47   	155.94   	 67.79   	-122.07		 22.97   	-228.89		
-938.42   	142.52   	 67.30   	 -55.95		 22.05   	-208.54		
-989.38(R)	 17.09   	 67.08   	 -86.47		 21.22   	-178.03		
-745.54   	-148.62   	 66.73   	-106.82		 20.51   	-142.42		
-383.61   	-252.38   	 66.31   	 -40.69		 19.94   	-106.82		
-104.37   	-244.14   	 66.14   	  15.26		 19.51   	 -55.95		
-13.12   	-161.74   	 66.21   	  25.43		 19.29   	  40.69		
-72.94   	-84.84   	 66.31   	  15.26		 19.45   	 152.59		
-168.46   	-63.17   	 66.37   	   0.00		 20.06   	 249.24		
-209.66   	-89.42   	 66.37   	 -25.43		 21.06   	 376.40		
-181.58   	-121.77   	 66.27   	 -76.30		 22.56   	 539.16		
-125.12   	-130.62   	 65.96   	 -81.38		 24.72   	 701.93		
-86.06   	-115.97   	 65.64   	 -86.47		 27.53   	 818.92		
-79.65   	-96.13   	 65.29   	 -96.64		 30.80   	 885.04		
-86.67   	-79.96   	 64.90   	 -96.64		 34.34   	 930.82		
-81.18   	-64.70   	 64.52   	-111.90		 38.07   	 961.34		
-57.07   	-47.61   	 64.07   	-111.90		 41.91   	 946.08		
-29.30   	-33.87   	 63.62   	-142.42		 45.70   	 885.04		
-14.95   	-29.91   	 63.05   	-127.16		 49.24   	 813.83		
-14.04   	-33.26   	 62.54   	 -96.64		 52.49   	 732.45		
-16.17   	-37.84   	 62.16   	-111.90		 55.42   	 615.46		
-11.90   	-38.15   	 61.71   	 -96.64		 57.88   	 478.13		
  0.61   	-33.26   	 61.32   	   5.09		 59.80   	 508.65		
 37.23   	-13.73   	 61.34   	  55.95		 61.83   	  61.04		
 59.81   	  1.83   	 61.57   	  45.78		 62.08   	 -55.95		
 86.98   	 21.36   	 61.75   	  81.38		 61.85   	-152.59		
115.97   	 41.50   	 62.08   	 172.94		 61.24   	-218.72		
139.16   	 54.93   	 62.77   	 371.31		 60.37   	-274.67		
152.89   	 60.73   	 64.25   	 645.98		 59.27   	-330.62		
158.69   	 61.65   	 66.84   	 935.91		 57.94   	-356.05		
163.27   	 65.00   	 70.58   	1236.01		 56.52   	-330.62		
175.17   	 77.21   	 75.52   	1485.24		 55.20   	-300.10		
198.97   	101.62   	 81.46   	1586.97		 54.00   	-259.41		
229.19   	132.14   	 87.81   	1510.68		 52.96   	-208.54		
254.52   	157.47   	 93.86   	1322.48		 52.13   	-152.59		
265.20   	168.46   	 99.15   	1108.85		 51.52   	 -96.64		
259.70   	165.71   	103.58   	 910.47		 51.13   	 -25.43		
245.06   	157.47   	107.22   	 681.58		 51.03   	  35.61		
228.88   	152.89   	109.95   	 401.83		 51.17   	  86.47		
215.45   	154.11   	111.56   	 122.07		 51.52   	 142.42		
201.42   	155.94   	112.04   	-157.68		 52.09   	 183.11		
180.66   	149.23   	111.41   	-391.66		 52.82   	 183.11		
153.50   	133.36   	109.85   	-473.04		 53.55   	 188.20		
124.82   	112.92   	107.95   	-427.26		 54.30   	 193.29		
 97.66   	 92.16   	106.25   	-320.45		 55.08   	 188.20		
 71.11   	 72.33   	104.96   	-157.68		 55.83   	 157.68		
 44.56   	 55.54   	104.33   	  20.35		 56.46   	 106.82		
 18.92   	 43.03   	104.41   	  81.38		 56.89   	  40.69		
-25.63   	 25.94   	104.74   	 -40.69		 57.05   	 -71.21		
-40.28   	 18.31   	104.58   	-106.82		 56.76   	-122.07		
-54.93   	  4.88   	104.15   	-178.03		 56.28   	-152.59		
-73.55   	-15.87   	103.44   	-249.24		 55.67   	-167.85		
-94.91   	-38.76   	102.44   	-350.97		 54.99   	-198.37		
-116.58   	-58.29   	101.04   	-457.78		 54.20   	-198.37		
-135.50   	-72.02   	 99.21   	-483.21		 53.41   	-198.37		
-147.40   	-78.13   	 97.27   	-437.43		 52.61   	-183.11		
-153.81   	-79.65   	 95.52   	-345.88		 51.88   	-167.85		
-160.52   	-83.01   	 94.14   	-249.24		 51.21   	-147.51		
-170.29   	-90.64   	 93.14   	-147.51		 50.62   	-127.16		
-182.19   	-100.71   	 92.55   	 -55.95		 50.11   	-122.07		
-196.53   	-111.69   	 92.33   	  20.35		 49.62   	-127.16		
-216.06   	-126.65   	 92.41   	  66.12		 49.11   	-147.51		
-244.45   	-149.84   	 92.68   	  71.21		 48.52   	-193.29		
-281.68   	-182.80   	 92.96   	  50.86		 47.75   	-249.24		
-321.04   	-221.25   	 93.16   	  15.26		 46.75   	-300.10		
-351.56   	-254.82   	 93.22   	 -40.69		 45.55   	-356.05		
-364.69   	-272.83   	 93.06   	-111.90		 44.13   	-406.92		
-365.30   	-277.71   	 92.61   	-178.03		 42.50   	-473.04		
-364.38   	-278.93   	 91.90   	-244.15		 40.61   	-554.42		
-368.65   	-285.03   	 90.93   	-305.19		 38.39   	-645.98		
-372.31   	-292.97   	 89.70   	-345.88		 35.81   	-712.10		
-357.36   	-286.56   	 88.32   	-381.48		 32.96   	-727.36		
-305.79   	-249.02   	 86.80   	-396.74		 30.05   	-712.10		
-217.29   	-179.14   	 85.21   	-406.92		 27.20   	-645.98		
-107.73   	-91.86   	 83.58   	-376.40		 24.62   	-554.42		
 -0.31   	 -8.85   	 82.07   	-320.45		 22.40   	-488.30		
 89.42   	 58.29   	 80.79   	-223.80		 20.45   	-432.35		
158.08   	109.56   	 79.90   	 -96.64		 18.72   	-381.48		
209.66   	151.06   	 79.51   	  50.86		 17.19   	-330.62		
246.89   	186.77   	 79.71   	 178.03		 15.87   	-239.06		
267.64   	211.49   	 80.43   	 218.72		 14.91   	 -91.56		
267.94   	218.81   	 81.30   	 193.29		 14.55   	  61.04		
245.97   	204.16   	 82.07   	 132.25		 14.79   	 193.29		
201.72   	168.15   	 82.60   	   0.00		 15.56   	 295.01		
134.28   	114.44   	 82.60   	-127.16		 16.74   	 350.97		
 49.74   	 53.10   	 82.10   	-157.68		 18.15   	 386.57		
-36.62   	 -1.83   	 81.46   	-167.85		 19.69   	 427.26		
-105.29   	-39.98   	 80.79   	-208.54		 21.40   	 452.69		
-138.85   	-54.63   	 79.96   	-233.98		 23.21   	 457.78		
-136.72   	-49.44   	 79.02   	-218.72		 25.05   	 432.35		
-117.49   	-36.62   	 78.15   	-188.20		 26.78   	 381.48		
-104.68   	-27.47   	 77.40   	-132.25		 28.30   	 330.62		
-110.78   	-28.69   	 76.87   	   0.00		 29.62   	 264.50		
-130.92   	-38.45   	 76.87   	 111.90		 30.68   	 208.54		
-145.26   	-52.19   	 77.31   	 147.51		 31.52   	 157.68		
-131.23   	-71.41   	 77.90   	 132.25		 32.15   	  91.56		
-61.04   	-101.93   	 78.43   	 111.90		 32.51   	  25.43		
 95.83   	-144.65   	 78.88   	  71.21		 32.61   	 -35.61		
333.86   	-187.38   	 79.17   	  20.35		 32.47   	 -86.47		
558.78   	-204.47   	 79.25   	  -5.09		 32.13   	-233.98		
412.29   	-49.44   	 79.23   	 -76.30		 31.19   	 -96.64		
-57.68   	 89.72   	 78.92   	-137.33		 30.80   	 -71.21		
-607.91   	177.61   	 78.37   	-178.03		 30.52   	 -40.69		
-974.73   	156.86   	 77.66   	-137.33		 30.36   	 -20.35		
-1003.42(R)	 28.38   	 77.11   	-111.90		 30.27   	  15.26		
-739.75   	-133.67   	 76.66   	 -81.38		 30.34   	  40.69		
-371.40   	-233.46   	 76.34   	 -55.95		 30.50   	  61.04		
-101.93   	-229.49   	 76.11   	 -40.69		 30.74   	 101.73		
-30.82   	-161.44   	 75.95   	   0.00		 31.15   	 152.59		
-111.39   	-101.62   	 75.95   	  30.52		 31.76   	 223.80		
-221.56   	-93.38   	 76.07   	  20.35		 32.66   	 295.01		
-267.94   	-124.21   	 76.15   	  -5.09		 33.84   	 386.57		
-235.29   	-153.50   	 76.13   	 -15.26		 35.38   	 483.21		
-168.76   	-154.72   	 76.07   	 -25.43		 37.31   	 610.37		
-121.46   	-133.97   	 75.97   	 -20.35		 39.76   	 727.36		
-113.83   	-112.92   	 75.89   	 -30.52		 42.67   	 803.66		
-128.78   	-103.15   	 75.77   	 -71.21		 45.88   	 869.78		
-137.63   	-101.62   	 75.48   	-101.73		 49.36   	 920.65		
-127.26   	-100.71   	 75.08   	-127.16		 53.04   	 930.82		
-105.90   	-97.05   	 74.57   	-122.07		 56.76   	 890.13		
-88.20   	-91.86   	 74.08   	-106.82		 60.33   	 834.18		
-79.65   	-86.98   	 73.65   	 -86.47		 63.66   	 762.97		
-75.99   	-82.70   	 73.31   	 -76.30		 66.71   	 661.24		
-69.27   	-77.51   	 73.00   	 -55.95		 69.36   	 498.47		
-51.57   	-66.83   	 72.78   	 -40.69		 71.35   	 590.03		
 24.72   	-19.53   	 72.61   	 -25.43		 73.71   	  91.56		
 72.33   	 12.51   	 72.51   	  15.26		 74.08   	 -35.61		
109.25   	 38.45   	 72.57   	  45.78		 73.94   	-127.16		
126.34   	 50.35   	 72.76   	 116.99		 73.43   	-213.63		
129.70   	 52.19   	 73.22   	 249.24		 72.57   	-279.75		
132.45   	 51.88   	 74.22   	 437.43		 71.45   	-335.71		
148.01   	 61.04   	 75.97   	 681.58		 70.11   	-376.40		
180.97   	 85.45   	 78.70   	 981.68		 68.61   	-381.48		
220.64   	118.41   	 82.62   	1236.01		 67.08   	-361.14		
248.72   	146.18   	 87.57   	1378.43		 65.64   	-320.45		
256.04   	158.69   	 93.08   	1434.38		 64.35   	-279.75		
246.58   	155.94   	 98.82   	1383.51		 63.23   	-203.46		
230.71   	145.57   	104.35   	1246.18		 62.42   	-132.25		
218.20   	137.94   	109.34   	1108.85		 61.89   	 -66.12		
211.49   	137.33   	113.77   	1007.12		 61.63   	  -5.09		
209.05   	144.65   	117.80   	 864.70		 61.61   	  66.12		
205.69   	152.89   	121.26   	 605.29		 61.87   	 127.16		
201.42   	160.22   	123.68   	 264.50		 62.38   	 162.77		
195.92   	164.79   	124.74   	 -71.21		 63.03   	 183.11		
